ID,Title,Brand,Processor Name,Processor Speed (GHz),Processor Brand,Operating System,RAM,Graphics Card,Storage (GB),Screen Size (inch),Screen Resolution - Height,Screen Resolution - Width,Weight (lb)
1581,"dell latitude e6510 intel i7 quad core 1600 mhz 320gig serial ata hdd 8192mb ddr3 dvd rom wireless wi-fi 15.0” widescreen lcd genuine windows 7 professional 64 bit laptop notebook computer,dell computers",, intel core i7,1.6,intel,windows 7;,8192 mb,nvidia nvs 3100m,320 gb,15,,,
1582,"samsung 15.6"" laptop 4gb 500gb | np305v5a-a0cus,samsung",samsung, athlon 64 tf-36,1.6,amd,windows 7 home premium,4 gb,amd mobility radeon hd6320m,500 gb,,,,8
1583,"hp compaq 6515b 14.1"" amd turion 64 80gb notebook,hewlett-packard corporation",,,,,,,,,,,,
1584,"hp 17.3"" pavilion laptop 6gb 750gb | g7-2069wm,hp",hp,,1.9,amd,windows 7;,6 gb,,750 gb,17.3,,,13.5
1585,"hp 15.6"" pavilion laptop 8gb 750gb | dv6-7029wm,hp",hp,,,,windows 7;,8 gb,,750 gb,,,,12.7
1586,"asus r503u-mh 15.6"" laptop computer, amd dual core, 2gb, 320gb, webcam, hdmi, usb3.0, win8 - black,asus - retail,r503u-mh21",asus,,,amd,windows 8,,amd radeon hd 7340,320 gb,15.6,,,7.8
1587,"dell latitude e5530 15.6 led notebook - intel core i3 i3-3110m 2.40 ghz,dell computers,e5530",dell, intel core i3,2.4,intel,windows 7;,4 mb,intel hd graphics 3000,320 gb,15.6,,,8.8
1588,"hp elitepad 900 64 g d4t09aw pk,hp,d4t09aw",,,,,windows 8;,,,,10.1,,,1.4
1589,"kingston 16gb kit (2x8gb) - ddr3 1600mhz - 16 gb (2 x 8 gb) - ddr3 sdram - 1600 mhz ddr3-1600/pc3-12800 - 1.50 v - non-ecc - unbuffered - 204-pin - sodimm,kingston,kvr16s11k2/16",kingston,,,,,,,,,,,3.1
1590,"lenovo ideapad u410 14-inch ultrabook (graphite gray),lenovo ??,59365180",lenovo, intel core i7,2,intel,windows 8;,8 gb,nvidia geforce gt 610m,1 tb,14,1366,768,4.1
1591,"lenovo ideapad y500 15.6-inch laptop (metal - dusk black),lenovo ??,59359560",lenovo, intel core i5,2.6,intel,windows 8;,6 gb,nvidia dual sli gt650m,1 tb,15.6,1920,1080,6.4
1592,"lenovo ideapad u310 13.3-inch touchscreen ultrabook (graphite gray),lenovo ??,59365302",lenovo, intel core i5,1.8,intel,windows 8;,4 gb,integrated intel hd graphics,500 gb,13.3,,,3.7
1593,"lenovo ideapad u510 15.6-inch ultrabook (intel i5 3337u 1.8 ghz processor, 6gb ram, 1tb hard drive, windows 8 64-bit) graphite gray,lenovo ??,59359624",lenovo, intel core i5,1.8,intel,windows 8;,6 gb,integrated intel hd graphics,1 tb,15.6,,,4.8
1594,"samsung ultrabook np540u3c-a02ub 13.3"" touch-screen laptop, 4gb memory, 500gb hdd + 24gb expresscache, silver,samsung,np540u3c-a02ub",samsung, core i3-3217u,1.8,intel,windows 8,4 gb,intel hd graphics 4000,500 gb,13.3,1366,768,3.8
1595,"asus rog g75vx 17-inch gaming laptop [old version],asus,g75vx-bhi7n09",asus, intel core i7,2.4,intel core i7,windows 8;,8 gb,nv gtx670mx w/ 3gb gddr5,1024 gb,17,1920,1080,9.2
1596,"acer aspire v5-551-8401 slimbook a8 quad core processor 4gb 500gb amd radeon hd 7600g graphics dvd+/-rw 15.6"" hd led display hdmi bluetooth web cam (silky silver),acer,nx.m44aa.001",acer, a-series quad-core a8-4555m,1.6,amd a8,windows 8 64-bit,4 gb,amd radeon hd 7600,500 gb,15.6,,,5.1
1597,"3125 e1 1500 11 6 320g 4g win8,hewlett packard,d3h53ut#aba",hp, amd e series,1.48,amd,windows 8;,4 mb,,320 gb,11.6,1366,768,5
1598,"acer aspire s7-391-9427 13-inch touchscreen ultrabook (2.0 ghz intel core i7-3537u processor, 4gb ddr3, 256 gb ssd, windows 8) white,acer,s7-391-9427",acer, intel core i7,2,intel core i7,windows 8;,4 gb,intel hd graphics 4000,256 gb,13.3,1920,1080,2.9
1599,"acer aspire v5-471p-6605 14-inch touchscreen laptop (1.9 ghz intel core i3-3227u processor, 4gb ddr3, 500gb hdd, windows 8) silky silver,acer,v5-471p-6605",acer, core i3 3227u,1.9,intel core i3,windows 8;,4 gb,intel hd graphics 4000,500 gb,14,1366,768,4.8
1600,"acer aspire v5-471p-6840 14-inch touchscreen laptop (1.9 ghz intel core i3-3227u processor, 6gb ddr3, 500gb hdd, windows 8) silky silver,acer,v5-471p-6840",acer, intel core i3,1.9,intel,windows 8,6 gb,intel hd graphics 4000,500 gb,14,1366,768,4.8
1601,"sony vaio e series sve11135cxb 11.6-inch laptop (black),sony,sve11135cxb",sony, amd e series,1.75,amd,windows 8;,4 gb,amd radeonhd 7340m,750 gb,11.6,1600,900,3.3
1602,"hp envy touch 17-u009 gaming edition 17.3 full hd led intel i7 up to 3.1ghz 1tb 16gb b&o audio wifi hdmi 3d cam nvidia 2gb (certified refurbished),hewlett packard,d5m09ea",hp,,,intel,windows 10,16 gb,,1 tb,17.3,,,6.8
1603,"hp 15.6"" laptop 4gb 750gb | g6-2249wm,hp,g6-2249wm",hp, amd a series,2.7,amd a6,windows 8;,4 gb,amd radeon hd 7520g,750 gb,15.6,,,7
1604,"asus ux31a-bhi5t11 ultrabook 13.3"" touch screen laptop 4gb memory 128gb ssd radiant black,asus,ux31a-bhi5t11",asus, core i5-3317u,1.7,intel,windows 8;,4 gb,intel integrated graphics,128 gb,13.3,1920,1080,2.9
1605,"toshiba satellite u945-s4130 14-inch ultrabook (ice blue with fusion lattice),toshiba,u945s4130",toshiba, intel core i3,1.9,intel core i3,windows 8;,4 gb,intel hd graphics 4000,500 gb,14,1366,768,4.1
1606,"acer aspire v3-551g-x419 15.6-inch laptop (midnight black),acer,v3-551g-x419",acer, a-series quad-core a10-4600m,2.3,amd a10,windows 8;,6 gb,amd radeon hd 7660g + 7670m dual graphics,750 gb,15.6,1366,768,5.7
1607,"apple macbook pro mc721ll/a i7-2635qm 2.00ghz - 4gb - 500gb hdd - dvd±rw - amd radeon hd 6490m 256mb video - 15.4-inch,apple,mc721ll/a",apple,,,,mac os x,,radeon,500 gb,15.4,,,10
1608,"hp pavilion g7-2340dx 17.3-inch led hd laptop - amd a6-4400m 2.7ghz accelerated processor with amd radeon hd 7520g discrete-class graphics-4 gb ram-500gb hard drive -hdmi-webcam-genuine windows 8-6-cell-sparkling black,hp g7-2340dx",hp,,2.7,amd,windows 8;,4 gb,radeon,500 gb,17.3,,,6.6
1609,"hp pavilion sleekbook 15-b123nr 15"" laptop with amd a6-4455m 2.1ghz, 4gb, 500gb, amd radeon hd 7500g, wireless, bluetooth, hdmi, windows 8,hewlett packard,hp pavilion sleekbook 15t",,,,,,,,,,,,
1610,"hp elitebook 8560p core i5-2520m 2.5ghz, 128gb ssd, 4gb, 15.6"" (1600x900), dvd+/-rw, bt, webcam, amd hd 6470m 1024mb, fp reader, windows 7 professional,hp,hp elitebook 8560p",hp, intel core i5,2.5,intel,windows 7;,4 gb,radeon,128 gb,15.6,1600,900,9.2
1611,"hp - pavilion g7-2320dx laptop / amd quad-core a8-4500m processor / 4gb ddr3 / 640gb hard drive / 17.3""led / multiformat dvd±rw/cd-rw drive / windows 8 / sparkling black,hp",,,,amd a8,windows 8;,4 gb,amd radeon hd 7640g,640 gb,17.3,,,7
1612,"dell latitude e6410 14.1"" core i5 160gb windows professional 32bit notebook,dell computers,latitude",,,,,,,,,,,,
1613,"dell latitude 6430u 469-3884 14 led ultrabook intel core i5-3427u 1.80 ghz 4gb ddr3 128gb ssd intel hd graphics 4000 windows 7 professional,dell computers",dell, intel core i5,1.8,intel,windows 7;,4 gb,integrated_graphics,256 gb,14,,,10
1614,"dell latitude 6430u 469-3885 14 led ultrabook intel core i5-3427u 1.80 ghz 8gb ddr3 256gb ssd windows 7 professional,dell computers,469-3885",dell, intel core i5,1.8,intel core i5,windows 7;,8 gb,intel hd graphics 4000,256 gb,14,,,10
1615,"lenovo thinkpad t420s 14"" core i5 320gb notebook,lenovo",lenovo,,,intel,windows 7 professional,8 gb,nvidia nvs 4200m;intel graphics 3000 intregrated,320 gb,14,,,6.6
1616,"sony svt14113cxs  ultrabook 14 inch vaio t series laptop pc with intel core i3-3217u processor and windows 8 operating system silver,sony,svt14113cxs",sony, intel core i3,1.8,intel,windows 8;,4 gb,intel graphics integrated,500 gb,14.1,1366,768,4.1
1617,"hp envy sleekbook 6-1129wm a8-4555m 1.7ghz 4gb 320gb 15.6"" win8 (black),hewlett packard,6-1129wm",hp,,1.7,amd,windows 8 ;,4 gb,,320 gb,15.6,,,6.6
1618,"panasonic toughbook cf-52vaaby1m 15.4"" notebook - intel core i5 i5-3360m 2.80 ghz. tb 52 i5-3360m 2.80g 4gb 500gb dvdrw 15.4in-wuxga wl tpm bt wp7. 1920 x 1200 wuxga display - 4 gb ram - 500 gb hdd - dvd-writer - amd radeon hd7750m graphics - bluetooth - genuine windows 7 professional - 4 hour battery,panasonic",, intel core i5,2.8,intel,windows 7;,4 gb,radeon,500 gb,15.6,,,
1619,"hp 2000-2b30dx laptop computer / 15.6-inch display screen / amd e-300 dual-core 1.3 ghz processor / 4gb ddr3 ram memory / 320gb hard drive / 6-cell battery / webcam / hdmi / double-layer dvd±rw/cd-rw / windows 8 / black licorice,hp",hp,,1.3,amd,windows 8,4 gb,amd radeon hd 6310,320 gb,15.6,,,5.4
1620,"dell latitude 6430u 14"" led ultrabook - intel core i7 i7-3667u 2 ghz,dell computers",dell, intel core i7,2,intel core i7,windows 7;,8 gb,intel hd graphics 4000,,14,,,8.8
1621,"dell 13.3"" laptop 4gb 128gb | xps13-l321x,dell,xps13-l321x",dell, intel core i5,1.6,intel,windows 7;,4 gb,intel hd graphics 5500,128 gb,13,1366,768,3.7
1622,"samsung ativ book 5 14-inch touchscreen ultrabook (core i5, mineral ash black),????,np540u4e-k01us",samsung, intel core i5,1.8,intel core i5,windows 8;,4 gb,intel hd graphics 4000,500 gb,14,,,4.2
1623,"samsung series 9 np900x3e-a02us 13.3-inch full hd 1080p premium ultrabook,????,np900x3e-a02us",samsung, intel core i7,1.9,intel core i7,windows 8;,4 gb,intel hd graphics 4000,128 gb,13.3,1920,1080,2.6
1624,"samsung np365e5c-s05us 16-inch laptop (amd dual-core a6-4400m processor, 4gb memory, 500gb hard drive, windows 8 64-bit) black,samsung,np365e5c-s05us",samsung,,,amd,windows 8;,4 gb,amd radeon hd 7520g,500 gb,16,1366,768,12
1625,"lenovo thinkpad x1 carbon 3444f9u 14-inch led ultrabook (2ghz intel core i7 i7-3667u, 1600 x 900 hd+ display, 8 gb ram, 180 gb ssd, bluetooth, webcam, fingerprint reader, windows 7 pro) black,lenovo,3444f9u",lenovo, intel core i7,2,intel,windows 7;,8 gb,intel hd graphics 4000,180 gb,14,1600,900,3
1626,"apple powerbook g4 15"" 1.5 ghz, 512 mb, 80 gb,apple computer,a1095",apple, powerpc,1.5,apple,mac os x,512 mb,,80 gb,15,1280,854,5.6
1627,"gateway 15.6"" windows 8 laptop celeron b830 1.8ghz 4gb 320gb | ne56r31u,gateway,ne56r31u",gateway,,1.8,intel,windows 8;,4 gb,intel hd graphics,320 gb,15.6,,,8
1628,"dell 15.6"" inspiron laptop 4gb 500gb | i15-1821bk,dell computers,i15-1821bk",dell, intel core i3,2.4,intel,windows 8,4 gb,intel hd graphics,500 gb,15.6,,,5.2
1629,"asus f55 15-inch laptop [old version],asus,f55a-es01",asus, intel celeron,1.8,intel celeron,windows 8;,2 gb,intel gma hd,320 gb,15,1366,768,5.8
1630,"asus s550 15-inch laptop [old version],asus,asus vivobook s550ca-ds51t",asus, intel core i5,1.7,intel core i5,windows 8;,6 gb,intel gma hd,500 gb,15.6,1366,768,5.1
1631,"asus x75 17-inch laptop [old version],asus,x75a-ds51",asus, intel core i5,2.6,intel core i5,windows 8;,8 gb,intel gma hd,750 gb,17.3,1600,900,6.7
1632,"asus k55a 15.6"" core i5 500gb hdd laptop,sony",asus, celeron b820,2.5,intel,windows 8;,6 gb,hd_3000,500 gb,15.6,1366,768,5.6
1633,"hp pavilion g7-2235dx amd a8-4500m x4 1.9ghz 4gb 640gb dvd+/-rw 17.3"" windows 8 (black),hp,c3q74uar#aba",hp,,1.9,amd,windows 8;,4 gb,amd radeon hd 7640g graphics,640 gb,17.3,,,7
1634,"hp pavilion 15-b150us 15.6-inch ultra thin touchsmart sleekbook,hp,15-b150us",hp, a-series quad-core a8-4555m,1.6,amd a8,windows 8;,6 gb,amd radeon hd 7600g,750 gb,15.6,1366,768,5.6
1635,"satellite l955-s5330 core i5-3317u lapto,toshiba",toshiba,,,,windows 8;,,intel graphics integrated,640 gb,,,,7
1636,"hp envy dv6t-7300 quad edition notebook pc,hp,hp dv6t-7300",hp, core i7-3630qm,2.4,intel,windows 8;,8 gb,intel hd graphics 4000,750 gb,15.6,,,5.7
1637,"hp 3125 d3h53ut 11.6"" led notebook - amd - e-series e1-1500 1.48ghz smart buy 3125 e1-1500 4gb 320gb 11.6in wl bt w8p 64bit 1366 x 768 hd display - 4 gb ram - 320 gb hdd - bluetooth - genuine windows 8 pro - 9 hour battery,hp",,,,amd,windows 8;,4 gb,,320 gb,11.6,1366,768,
1638,"dell latitude e6400,dell computers",dell, intel core 2 duo,2.4,intel,windows vista;,4 gb,,160 gb,14.1,,,5.4
1639,"dell latitude e5400, intel core 2 t8300 2.4ghz, 2gb ram, 160gb hdd, 14.1"", dvdrw,dell computers,e5400",latitude,,2.4,intel,"windows 7 professional, windows xp professional edition",3 gb,,160 gb,14.1,1280,800,9
1640,"dell latitude e6410 intel core i7-620m 2.66ghz, 4gb ram, 250gb hd, 14.1"", dvdrw,dell computers",dell, intel core i7,2.5,intel,windows 10,4 gb,nvidia nvs 3100m,250 gb,14.1,1366,768,7.9
1641,"acer aspire c710-2487 11.6-inch chromebook (1.1 ghz intel celeron 847 processor, 4gb ddr3, 320gb hdd, chrome os) iron gray,acer,c710-2487",acer, intel celeron,1.1,intel celeron,chrome,4 gb,intel hd graphics,320 gb,11.6,1366,768,3
1642,"acer aspire c710-2055 11.6-inch chromebook (1.1 ghz intel celeron 847 processor, 4gb ddr3, 320gb hdd, chrome os) iron gray,acer,c710-2055",acer, intel celeron,1.1,intel celeron,chrome,4 gb,intel hd graphics,320 gb,11.6,1366,768,3
1643,"lenovo thinkpad helix 36984mu 12-inch notebook (1.8 ghz intel core
i5-3427u processor,   4gb ram, 180gb hard drive, windows 8),lenovo,36984mu",lenovo, intel core i5,1.8,intel,windows 8 professional x64,4 gb,intel hd graphics 4000,180 gb,11.6,1920,1080,1.7
1644,"lenovo thinkpad  370133u 11.6-inch fhd  helix tablet ( i7-3667u 2.0ghz, 8gb ram, 256gb ssd, windows 8 pro 64-bit),lenovo,37012a5",lenovo, intel core i7,2,intel,windows 8 pro,8 gb,intel hd graphic 4000,256 gb,11.6,,,6.6
1645,"samsung series 3 np350e7c-a01us intel 3rd generation core i7-3630qm 2.4ghz ~ 1tb ~ 8gb ~ 17.3"" hd+ led (1600x900) ~ dvd+/-rw ~ bluetooth 4.0 ~ widi ~ windows 8,samsung,np350e7c-a01us",samsung, intel core i7,2.4,intel,windows 8;,8 gb,intel hd graphics 4000,1 tb,17.3,,,6.2
1646,"asus s500ca 15-inch laptop (old version),asus,asus vivobook s500ca-ds51t",asus, intel core i5,1.7,intel,windows 8;,6 gb,intel gma hd,500 gb,15.6,1366,768,4.6
1647,"hp 3125 d3h54ut 11.6"" led notebook - amd - e-series e2-2000 1.75ghz (d3h54ut#aba) -,hewlett packard",,,,amd,windows 10,,,320 gb,11.6,,,10
1648,"precision m4700 15.6"" led notebook - intel core i7 i7-3740qm 2.70 ghz,dell computers,469-3955",dell, intel core i7,2.7,intel,windows 7;,8 mb,quadro,8 gb,15.6,1920,1080,10.6
1649,"lenovo thinkpad t430 23426qu i5-3230m 2.6ghz 14"" laptop,lenovo,t430",lenovo, intel core i5,2.6,intel,"windows 7 professional x64, upgradeable to genuine windows 8 pro",4 gb,integrated_graphics,500 gb,14,1366,768,7
1650,"lenovo thinkpad t530 23594lu 15.6' led notebook - intel - core i5 i5-3230m 2.6ghz - black,lenovo,23594lu",lenovo, intel core i5,2.6,intel,windows 7;,4 mb,,500 gb,15.6,1366,768,8.1
1651,"lenovo thinkpad w530 243852u 15.6 inch led notebook - intel - core i7-3740qm 2.7ghz,lenovo,243852u",lenovo,,,,windows 7;,8 mb,quadro,,15.6,1920,1080,14
1652,"lenovo thinkpad x1 carbon ultrabook (hd graphics 4000, intel core i7-3667u processor, 8gb ram, 256gb ssd, 14-inch led touchscreen, windows 8 pro),lenovo",lenovo,,,intel,windows 8 pro,8 gb,intel hd graphics 4000,256 gb,14,,,6.2
1653,"asus ultrabook k55a-rhi5n13 windows 8 intel core i5 2.5ghz 6gb ddr3 750gb hdd dvd combo,asus,k55a-rhi5n13",asus, intel core i5,2.5,intel,windows 8;,6 gb,intel hd graphics 4000,750 gb,15.6,,,7.6
1654,"dell - inspiron 17r-5720 - intel quad-core i7-3632qm 2.20ghz - 8gb ram - 1tb hdd - dvdrw - nvidia geforce gt 630m 1gb - 17.3-inch (1600x900),dell computers,17r-5720",dell, intel core i7,2.2,intel,windows 8;,8 gb,nvidia geforce,1 tb,17,,,6.2
1655,"hp elitebook 2560p - intel core i7-2640m 2.80ghz - 4gb ram - 320gb hdd - dvdrw - 12.5-inch,hp",hp, intel core i7,2.8,intel,windows 7 professional,4 gb,integrated_graphics,320 gb,12,,,
1656,"hp g4-2320dx pavilion 14"" laptop/ amd a6-4400m/ amd radeon hd 7520g discrete-class graphics/ 4gb memory/ 500gb hard drive/ windows 8/ sparkling black,hp,g4-2320dx",hp,,,amd,windows 8;,4 gb,amd radeon hd 7520g,500 gb,14,,,6.8
1657,"sony 14"" vaio e laptop 6gb 750gb | sve14a35cxh,sony,sve14a35cxh",sony, intel core i5,2.6,intel,windows 8,6 gb,integrated graphics,750 gb,14,1600,900,6
1658,"gateway ne series 15.6"" laptop - ne56r47u,gateway,nx.y1uaa.037",gateway, pentium,2.2,intel,windows 8;,,graphics media accelerator hd,750 gb,15.6,,,5.5
1659,"elitebook 8770w c9n37us 17.3"" led notebook - intel - core i7 i7-3720qm 2.6ghz - gunmetal,hp",hp, intel core i7,2.6,intel,,,nvidia quadro k3000m,,17.3,,,7.7
1660,"hp 2000-2b80dx - 15.6"" laptop - 4gb memory, 320gb hard drive, dvd burner, windows 8, black licorice,hp,2000-2b80dx",hp, amd e series,1.3,amd,windows 8;,4 gb,radeon,320 gb,15.6,1366,768,5.4
1661,"recertified hp envy m4-1015dx laptop,hewlett packard,m4-1015dx",hp, intel core i7,2.2,intel,windows 8;,8 gb,intel hd graphics,1 tb,14,,,6.5
1662,"hp winter blue 15.6"" 2000-2b19wm laptop /amd e-300/4gb/320gb/win8,unknown,2000-2b19wm",hp, amd e series,1.3,amd,windows 8,4 gb,amd radeon hd 6310,320 gb,15.6,,,5.4
1663,"acer 11.6"" aspire one win 8 laptop celeron 847 1.1ghz 2gb 320gb | ao756-2840,acer,nu.sh3aa.007",acer, intel celeron,1.1,intel celeron,windows 8,2 gb,intel integrated graphics,320 gb,11.6,,,3
1664,"dell latitude e6410 14"" core i5 160gb notebook,dell computers",,,,,,,,,,,,
1665,"hp 2000-2b19wm 15.6-inch laptop pc (winter blue),unassigned,2000-2b19wm",hp, amd e series,1.3,amd e-series,windows 8;,4 gb,amd radeon hd 6310,320 gb,15.6,1366,768,7.2
1666,"hp 15.6"" laptop 4gb 500gb | 2000-2b29wm,hp",hp, pentium,2.2,intel,windows 8;,4 gb,intel hd graphics,500 gb,15.6,1366,768,5.4
1667,"dell inspiron 14z ultrabook i14z-4003slv - 3rd generation intel core i5-3317u 1.7ghz, 6gb ddr3, 500gb + 32gb ssd, 14"" display, windows 8 (silver),dell,i14z-4003slv",dell, intel core i5,1.7,intel,windows 8;,6 gb,integrated_graphics,500 gb,14,,,4.1
1668,"dell inspiron 17 laptop intel® core™ i3-3227u 1.9ghz 4gb ram 500gb hard drive,dell computers,i17rv-6818blk",dell,,1.9,intel,windows 8;,4 gb,intel hd graphics 2500,500 gb,17.3,,,6.6
1669,"gateway 15.6"" windows 8 laptop a8-4500m 1.9ghz 6gb 750gb | nv52l23u,gateway,nv52l23u",gateway,,1.9,amd,windows 8,6 gb,ati radeon,750 gb,15.6,,,8
1670,"acer 10.1"" netbook 1gb 320gb | aod270-1395,acer",,,,,,,,320 gb,,,,3.6
1671,"asus 11-inch q200e laptop [old version],asus,q200e-bsi3t08",asus, intel core i3,1.8,intel,windows 8;,4 gb,intel hd graphics 4000,500 gb,11.6,,,3.1
1672,"gateway ne56r41u pentium b960 2.2ghz 4gb 500gb dvd±rw 15.6-inch led windows 8 laptop,gateway,nx.y1uaa.030",gateway, pentium,2.2,intel pentium,windows 8,4 gb,intel hd graphics,500 gb,15.6,,,3.5
1673,"hp 17.3"" pavilion laptop 6gb 500gb | g7-2269wm,hp,g7-2269wm",hp,,1.9,amd a8,windows 8;,6 gb,radeon,500 gb,17.3,,,5
1674,"toughbook cf-191hyav1m 10.1"" led notebook - intel core i5 i5-3320m 2.60 ghz,panasonic,cf-191hyav1m mk6",panasonic, intel core i5,2.6,intel,windows 7;,4 gb,intel hd graphics 4000,320 gb,10.1,1024,768,11
1675,"elitebook folio 9470m d3k60ut 14.0"" led ultrabook intel core i5-3437u 1.9ghz platinum,hp,d3k60ut#aba",hp, intel core i5,1.9,intel,windows 7;,4 mb,intel hd graphics 4000,180 gb,14,,,6.2
1676,"hp 2000-2c29wm 15.6-inch hd led brightview laptop pc (black licorice) 4gb ram, 500gb hard drive, 1.7ghz,hp,2000-2c29wm",hp, amd e series,1.7,amd e-series,windows 8;,4 gb,amd radeon hd 7310 discrete-class,500 gb,15.6,1366,768,5.4
1677,"samsung np540u3c-a03ub series 5 13.3"" touch-screen laptop - 4gb memory - 500gb hard drive - titan silver,samsung,np540u3c-a03ub",samsung, intel core i5,1.7,intel,"windows 8, other",8 gb,,500 gb,13.3,,,3.7
1678,"elitebook revolve d3k52ut 11.6"" tablet pc - wi-fi - intel core i3 i3-3227u 1.90 ghz - led backlight,hp,d3k52ut#aba",hp, intel core i3,1.9,motorola,windows 7;,4 mb,intel hd graphics,128 gb,11.6,1366,768,5.1
1679,"hp elitebook folio 9470m 14-inch laptop i7-3687u 8gb 256gb-ssd windows 7 (silver),hp,d3k33ut#aba",hp, intel core i7,2.1,intel core i7,windows 8;,8 gb,intel hd graphics 4000,256 gb,14,1600,900,1
1680,"asus x501a-hpd121h laptop computer - intel pentium dual-core processor 2.4ghz, 4gb ddr3, 500gb hdd, 15.6 in. display, windows 8 64-bit,asus,x501a-hpd121h",asus, pentium,2.4,intel,windows 8;,4 gb,intel hd graphics,500 gb,15.6,,,4.6
1681,"hp envy m6-1125dx 15.6"" laptop - 3rd gen. intel-core i5-3210m 8gb ram, 750gb hd, 2.5ghz, beats audio (silver),hp,m6-1125dx",hp, core i5-3210m,2.5,intel,windows 8,8 gb,intel hd graphics 4000 with up to 1696mb total graphics memory,750 gb,15.6,,,5.3
1682,"acer aspire v5 (121-0678),acer,nx.m83aa.003",acer,,,amd,windows 8,,,320 gb,11.6,1366,768,4.5
1683,"lenovo thinkpad x131e chromebook 11.6"" led intel celeron dual core 1.50ghz model 628323u,lenovo,628323u",lenovo, intel celeron,1.5,intel,chrome os,4 gb,intel hd graphics,16 gb,11.6,,,1
1684,"acer travelmate b113-m-6812 dual core i3-2375m 1.5ghz 500gb 4gb 11.6"" (1366x768) bluetooth webcam windows 8,acer,nx.v7qaa.013;tmb113-m-6812",acer, intel core i3,1.5,intel,windows 8;,4 gb,intel hd 3000,500 gb,11.6,1366,768,3.3
1685,"lenovo g585, amd e2-2000 with radeon hd 7340, 15.6"" screen display, notebook with 4gb memory, 320gb hard drive, windows 8, matte black,lenovo,59359147",lenovo,,,amd,windows 8;,4 gb,integrated_graphics,320 gb,15.6,1366,768,5.7
1686,"smart buy elitebook folio 9470m,hp business,c6z63ut",hp, intel core i5,1.8,intel,windows 8 ;,4 gb,integrated_graphics,180 gb,14,1366,768,3.6
1687,"hp envy dv7t-7300 quad edition laptop, intel® coretm i7-3630qm, full hd anti-glare led 1080p display, 1.5tb hybrid (dual 750gb 7200rpm), 2gb gddr5 nvidia graphics gaming notebook pc; dv7 with 16gb ddr3 ram,hp,dv7-7300",hp, intel core i7,2.3,intel,windows 8,12 gb,geforce,5 tb,17.3,1920,1080,
