ID,Title,Brand,Processor Name,Processor Speed (GHz),Processor Brand,Operating System,RAM,Graphics Card,Storage (GB),Screen Size (inch),Screen Resolution - Height,Screen Resolution - Width,Weight (lb)
9289,"dell inspiron 13 series 13.3-inch full hd touchscreen laptop - intel core i7-7500u, 1tb ssd, 32gb ddr4 memory, windows 10,dell computers,dell inspiron i5378",dell, intel core i7,2.3,intel,windows 10,32 gb,integrated_graphics,1 tb,13.3,1920,1080,3.7
9290,"dell inspiron i5559 full hd 1920x1080 touchscreen 15.6"" laptop intel core i7-6500u 3.1ghz 8gb ddr3 memory 250gb solid state drive 802.11ac webcam bluetooth usb 3.0 backlit keyboard dvd windows 10,dell computers",dell, intel core i7,2.5,intel,windows 10,8 gb,integrated_graphics,250 gb,15.6,1920,1080,5.2
9291,"2017 newest hp 15.6"" fhd (1920x1080) ips flagship laptop pc, intel i7-6500u 2.5ghz, 12gb ddr4 ram, 1tb hdd, dvd +/- rw, webcam, wifi, hdmi, bluetooth, intel hd graphics 520, windows 10,hp,hp pavilion 15",hp, intel core i7,2.5,intel i7-6500u,windows 10,12 gb,integrated_graphics,1 tb,15.6,,,4.7
9292,"newest dell inspiron 13.3"" fullhd, kabylake 7th-gen intel core i5-7200u (2.50 ghz), 8gb ram, 1tb ssd, intel hd graphics, maxxaudio, bluetooth, hdmi, wins10, 2-in-1 convertible touchscreen laptop,ltechmarket,dell inspiron 13",dell, intel core i5,2.5,intel,windows 10,8 gb,integrated_graphics,1 tb,13.3,1920,1080,8
9293,"2017 newest lenovo thinkpad yoga s3 14"" full hd 1920 x 1080 touchscreen gaming laptop, intel core i5-5200u 2.2ghz 8gb ram 1tb hdd nvidia geforce 940m wifi windows 10 black,lenovo,yoga s3",lenovo, intel core i5,2.2,intel,windows 10,8 gb,geforce,1 tb,14,1920,1080,4.2
9294,"2017 new flagship hp 15.6-inch premium flagship laptop (intel pentium quad-core n3710 processor up to 2.56ghz, 8gb ram, 500gb hard drive, dvd drive, hd webcam, windows 10 home),h.p",hp, pentium,1.6,intel,windows 10 home 64-bit,8 gb,integrated_graphics,500 gb,15.6,1366,768,4.3
9295,"2017 newest flagship hp 15.6"" hd premium high performance laptop - intel core i5-7200u up to 3.1ghz, 8gb ddr4 ram, 1tb hdd, hdmi, bluetooth, supermulti dvd, wifi, hd webcam, windows 10 home - silver,hp-notebook",hp, intel core i5,2.5,intel,windows 10 home,8 gb,integrated_graphics,1 tb,15.6,1366,768,4.7
9296,"2017 new flagship hp 15.6"" hd high performance premium touchscreen laptop - quad-core amd a10 up to 3.0ghz, 8gb ram, 1tb hdd, 4gb amd radeon r5, dvdrw, wlan, webcam, usb 3.0, hdmi, win 10 -dreamy teal,hp-notebook",hp, amd a series,2.4,amd,windows 10 home,8 gb,radeon r5,1 tb,15.6,1366,768,4.7
9297,"2017 newest hp flagship 15.6"" hd touchscreen signature edition laptop computer, intel core i3-7100u 2.40 ghz, 8gb ddr4 memory, 1tb hdd, dvdrw, hdmi, hd webcam, bluetooth, windows 10 home,hp",hp, intel core i3,2.4,intel,windows 10,8 gb,integrated_graphics,1 tb,15.6,1366,768,4.6
9298,"dell inspiron 13-7359 i7359-8404slv 2-in-1 notebook pc - intel core i7-6500u 2.5 ghz dual-core processor - 8 gb ddr3l sdram - 256 gb solid state drive - 13.3-inch (certified refurbished),dell computers,i7359-8404slv",dell,,,intel,windows 10,8192 mb,,,13.3,,,
9299,"2017 newest acer aspire 15.6 inch full hd gaming laptop, intel core i5-6200u 2.30 ghz, 8gb ram, 1tb hdd, nvidia geforce 940m, bluetooth, hdmi, windows 10,acer,acer15",acer, intel core i5,2.3,intel,windows 10,8 gb,geforce,1 tb,15.6,1900,1080,5.3
9300,"2017 newest lenovo 110s premium built high performance 11.6 inch hd laptop pc intel celeron dual-core processor 2gb ram 32g emmc storage webcam bluetooth wifi hdmi 1-year office windows 10-white,lenovo",lenovo, intel celeron,1.6,intel,windows 10,2 gb,integrated_graphics,32 gb,11.6,,,2.2
9301,"2017 newest hp 17 premium high performance laptop pc 17.3-inch hd+ display (1600 x 900) intel i5-7200u dual-core processor 4gb ddr4l ram 1tb hdd supermulti dvd burner dts audio hdmi windows 10,hp",hp, intel core i5,2.5,intel,windows 10,4 gb,integrated_graphics,1 tb,17.3,,,6
9302,"asus eeebook 14"" full hd laptop computer, intel dual core celeron n3060 1.6ghz cpu, 4gb ddr3 memory, 32gb emmc, usb 3.0, hdmi, 802.11n wifi, webcam, bluetooth, rj-45, sd card reader, windows 10 home,asus",scotchblue, intel celeron,1.6,intel,windows 10,4 gb,integrated_graphics,32 gb,14,1920,1080,3.2
9303,"2017 newest dell inspiron 17.3 inch full hd (1920 x 1080) touchscreen signature edition laptop, intel core i7-6500u 2.5 ghz, 16gb ddr4, 1tb hdd, dvd +/-rw, 802.11ac, bluetooth, hdmi, win 10 - silver,dell computers,dell inspiron",dell, intel core i7,2.5,intel,windows 10,16 gb,integrated_graphics,1 tb,17.3,,,7.4
9304,"dell precision m5510 i7 6820hq 3.6ghz quadro m1000m 2gb 8gb 2133mhz 4k 3840x2160 touch 180gb ssd cp0089,dell computers,precision m5510",merkamerica, intel core i7,3.6,intel,windows 10 professional 64 bit,8 gb,,180 gb,15.6,3840,2160,5
9305,"fujitsu spfc-e556-002 lb e556 i5/2.3 15.6 8gb 500gb dvd w10p64,fujitsu,spfc-e556-002",fujitsu,,,,,8 gb,,,,,,10.1
9306,"2017 newest asus transformer book flip convertible 2-in-1 laptop / tablet 15.6"" fhd touchscreen display, intel core i7-6500u up to 3.1ghz, 12gb ddr4, 1tb hdd, usb 3.1, bluetooth, webcam, windows 10,asus,r518",asus, intel core i7,2.5,intel,windows 10,12 gb,integrated_graphics,1 tb,15.6,1920,1080,4.6
9307,"2017 newest hp pavilion 15.6-inch touchscreen flagship laptop, intel core i7-7500u 2.7ghz 16gb ddr4 ram 1tb hdd nvidia geforce 940mx ddr3 4gb backlit keyboard dvd +/- rw hdmi windows 10, silver,hp",hp, intel core i7,2.7,intel,windows 10,16 gb,geforce,1 tb,15.6,1366,768,5
9308,"2017 new edition hp pavilion 15.6’’ touchscreen hd sva (1366x768) laptop pc, intel core i5-7200u 2.5ghz processor, 12gb ddr4 sdram, 1tb hdd, dts studio sound, dvd +/- rw, windows 10 - noble blue,hp-pavilion-15.6,hp-15.6-i5-blue",hp, intel core i5,2.5,intel,10,12 gb,integrated_graphics,1 tb,15.6,1366,768,4.8
9309,"2017 newest hp 15.6"" hd touchscreen flagship laptop computer, amd quad-core a10-9600p 2.40ghz apu, 8gb ddr3 ram, 1tb hdd, dvdrw, usb 3.0, hdmi, hd webcam, wifi, windows 10 home,hp",hp, amd a series,2.4,amd,windows 10,8 gb,radeon r5,1 tb,15.6,1366,768,4.7
9310,"2016 newest lenovo thinkpad edge e560 15.6"" business laptop: intel 6th gen core i5-6200u | 8gb ram | 500gb 7200rpm | fingerprint reader | dvd rw | 802.11ac | windows 7 pro (certified refurbished),lenovo,lenovo thinkpad edge e560",lenovo, intel core i5,2.3,intel,"windows 7 professional, windows 10",8 gb,,500 gb,15.6,1366,768,5.4
9311,"hp pavilion 15 touch notebook pc - silver (intel i5-7200u, 16gb ram, 1tb hdd, 15.6"" full hd ips, windows 10) cheap laptop computer,hp,pavilion",computer upgrade king, intel core i5,2.3,intel,windows 10 home x64,16 gb,,1000 gb,15.6,1920,1080,4.5
9312,"acer 15.6"" laptop notebook amd quad-core 2.5ghz, 8gb ram, 1tb, windows 8.1 , pc (certified refurbished),acer,v5-552-10578g1taii",acer,,2.5,amd,windows 8,8 gb,,1 gb,15.6,,,4.4
9313,"2017 newest dell inspiron 5000 touchscreen 17.3"" fhd laptop 6th intel core i7-6500u processor up to 3.1ghz 16gb ram 1tb hdd dvd backlit-keyboard hdmi bluetooth 802.11ac realsense 3d webcam windows 10,dell computers",dell, intel core i7,2.5,intel,windows 10,16 gb,integrated_graphics,1 tb,17.3,,,7.4
9314,"2017 newest signature edition hp 15.6"" hd touchscreen premium high performance wled-backlit laptop, 7th gen. intel core i5-7200u, 12gb ram, 1tb hdd, windows 10, dreamy teal,hp,hp 15",hp, intel core i5,2.5,intel,windows 10,12 gb,integrated_graphics,1 tb,15.6,,,6.3
9315,"envy 17 17.3"" touchscreen, i7-6700hq 2.6ghz, 16gb ram, 2tb hard drive, dvdrw, wifi ac, bluetooth, 1080, backlit, w10,generic,envy 17",hp, intel core i7,2.6,intel,windows 10,16 gb,integrated_graphics,2 tb,17.3,1920,1080,8.8
9316,"2017 newest premium hp business flagship laptop pc 15.6-inch full hd 1920x1080 display intel i7-6500u dual-core processor 12gb ram 1tb hdd backlit-keyboard wifi bluetooth dvd windows 10,hp",hp, intel core i7,2.5,intel,windows 10,12 gb,,1 tb,15.6,,,5.5
9317,"asus rog strix gl553vd-ds71 (i7-7700hq, 32gb ram, 1tb hdd, nvidia gtx 1050 4gb, 15.6"" full hd, windows 10) gaming notebook,asus,gl553vd-ds71",excaliberpc, intel core i7,2.8,intel,microsoft windows 10,32 gb,,1 tb,15.6,1920,1080,5.5
9318,"asus rog strix gl553vd-ds71 (i7-7700hq, 16gb ram, 1tb hdd, nvidia gtx 1050 4gb, 15.6"" full hd, windows 10) gaming notebook,asus,gl553vd-ds71",excaliberpc, intel core i7,2.8,intel,microsoft windows 10,16 gb,,1 tb,15.6,1920,1080,5.5
9319,"2017 new hp 15.6 inch premium flagship touchscreen laptop computer (amd quad-core a10-9600p up to 3.3ghz, 6gb ram, 1tb hdd, dvd/cd drive, hd webcam, windows 10 home) (certified refurbished),hp,15",hp, amd a series,2.4,amd,windows 10,6 gb,radeon r6,1 tb,15.6,1366,768,5
9320,"asus 17.3-inch full hd (1920 x 1080) premium laptop (2017 model), intel core i5-6200u processor, 12gb ddr4 ram, 1tb hdd, nvidia geforce 950m 2gb, supermulti dvd, hdmi, bluetooth, vga, wifi, windows 10,asus,asus 17inch",asus, intel core i5,2.3,intel core i5-6200u processor,windows 10,12 gb,,1 tb,17.3,,,5.9
9321,"2017 newest asus 2-in-1 15.6"" full hd convertible touchscreen laptop, intel core i7-7500 2.7 ghz, 12gb ddr4 ram, 1tb hdd + 256gb ssd, nvidia 940mx 2gb, 802.11ac, bluetooth hdmi, no dvd, windows 10,asus,asus convertible 15",asus, intel core i7,2.7,intel core i7-7500u,windows 10,12 gb,,1 tb,15.6,,,5.2
9322,"asus 2-in-1 15.6"" touchscreen full hd convertible laptop (2017 model), 7th intel core i7-7500, 12gb ddr4 ram, 1tb hdd 256gb ssd hybrid, nvidia geforce 940mx 2gb, 802.11ac, bluetooth, hdmi, windows 10,asus,asus 15",asus, intel core i7,2.7,intel core i7-7500u,windows 10,12 gb,geforce,1 tb,15.6,,,5.2
9323,"2017 newest dell inspiron 15.6"" 4k uhd touchscreen 3840x2160 display laptop, intel core i7-6700 2.6ghz, nvidia geforece gtx 960m graphics, 8gb ram, 1tb sshd, 802.11ac, bluetooth, webcam, win10 home,dell-i7559-5012gry-laptop,dell-i7559-5012gry-laptop",dell-i7559-5012gry-laptop, intel core i7,2.6,intel,windows 10,8 gb,geforce gtx 960m,1 tb,,,,
9324,"xotic asus gl753ve - 17.3"" full hd gaming laptop intel core i7-7700hq gtx1050ti 16gb ddr4 256gb ssd 1tb hdd rgb keyboard win10 kabylake,asus,gl753ve-ds74",xotic pc, intel mobile cpu,2.8,intel,windows 10,16 gb,,1024 gb,17.3,,,6.6
9325,"hp stream 11-y010nr 11.6"" laptop intel celeron n3060 1.6ghz 4gb 32gb win 10 (certified refurbished),hp",, intel celeron,1.6,intel,windows 10,4 gb,integrated_graphics,32 gb,11.6,1366,768,
9326,"2017 newest hp pavilion 15.6-inch touchscreen gaming laptop, intel core i7-7500u 2.70 ghz, 16gb ddr4 ram 1tb hdd, nvidia geforce 940mx ddr3 4gb backlit keyboard dvd +/- rw 802.11ac hdmi windows 10,hp,pavilion 15",hp, intel core i7,2.7,intel,windows 10,16 gb,geforce,1 tb,15.6,1366,768,5.4
9327,"asus rog g701vi-xs78k (i7-7820hk, 64gb ram, 1tb nvme ssd, nvidia gtx 1080 8gb, 17.3"" full hd, 120hz, g-sync, windows 10 pro) gaming notebook,asus,g701vi-xs78k",excaliberpc, intel core i7,2.9,intel,microsoft windows 10 pro,64 gb,,1 tb,17.3,1920,1080,7.9
9328,"2017 newest hp 15.6’’ touchscreen hd wled-backlit (1366x768) display laptop pc | intel quad-core pentium n3540 2.16ghz processor | 4gb ram | 500gb hdd | hd graphics | dvd +/- rw | windows 10,hp,hp 15 pentium",hp, pentium,2.16,intel,windows 10,4 gb,integrated_graphics,500 gb,15.6,1366,768,5
9329,"acer e5 17.3"" laptop intel core i5 2.50ghz 8gb ram 1tb hdd windows 10 home (certified refurbished),acer,e5-774-50sy",acer, intel core i5,2.5,intel,windows 10 home,8 gb,,1 gb,17.3,,,6.6
9330,"xotic asus rog strix gl753ve-ds74 w/ free bundle! (i7-7700hq, 16gb ram, 256gb ssd, 1tb hdd, nvidia gtx 1050 ti 4gb, 17.3"" fhd, windows10) gaming notebook,xotic pc,gs753ve-ds74",,,,,,,,,,,,
9331,"2017 newest dell inspiron 15 15.6"" hd led backlit high performance business laptop pc, 7th-gen amd a9-9400 up to 3.2ghz, amd radeon r5 graphics, 8gb ram, 1tb hdd, dvdrw, webcam, buletooth, windows 10,dell computers,inspiron 15 5000",dell, amd a series,2.4,amd,windows 10,8 gb,"geforce gtx 960m, radeon r5",8 gb,15.6,1366,768,5.1
9332,"2017 newest asus zenbook 13.3-inch full hd 1920 x 1080 laptop pc, intel core i7-6500u 2.5ghz 8gb ddr4 ram 256gb ssd backlit keyboard hdmi bluetooth windows 10, rose gold,asus,zenbook 13",asus, intel core i7,2.5,intel,windows 10,8 gb,integrated_graphics,256 gb,13.3,1920,1080,3
9333,"2017 new hp pavilion 15.6"" high performance touchscreen gaming & business laptop -intel core i7-7500u up to 3.5ghz, 16gb ddr4, 1tb hdd, 4gb nvidia geforce 940mx, backlit keyboard, dvd burner, win 10,hp-notebook",hp, intel core i7,2.7,intel,windows 10 home - 64 bit,16 gb,,1 tb,15.6,1366,768,4.4
9334,"2017 newest dell inspiron 5000 15.6 touchscreen pro laptop flagship edition amd-a10 quad-core processor up to 3.2ghz 8g 1t hdd widi hdmi dvd backlit keyboard maxxaudio 802.11ac windows 10 silver,dell computers",dell, amd a series,1.8,amd,windows 10,8 gb,radeon r6,1 tb,15.6,,,5.1
9335,"2017 newest flagship model hp 17.3"" premium high performance hd+ wled-backlit laptop, intel core i3-5005u, 6gb ram, 1tb hdd, windows 10,hp,hp 17.3",hp, intel core i3,2,intel,windows 10,6 gb,integrated_graphics,1 tb,17.3,,,7.4
9336,"dell inspiron 13 series 13.3-inch full hd touchscreen laptop - intel core i7-7500u, 1tb hard drive, 16gb ddr4 memory, windows 10,dell computers,dell inspiron i5378",dell, intel core i7,2.3,intel,windows 10,16 gb,integrated_graphics,1 tb,13.3,1920,1080,3.7
9337,"hp notebook 15 high performance premium hd laptop (2017 newest model) , latest intel core i7-7500u processor 2.7 ghz, 16gb ddr4 ram, 1tb hdd, dvd±rw, 802.11acwifi, bluetooth, hdmi, windows 10-silver,hp,hp15",hp, intel core i7,2.7,intel i7-7500u,windows 10,16 gb,integrated_graphics,1 tb,15.6,,,5.7
9338,"2017 newest dell inspiron 15.6"" fhd touchscreen laptop, intel core i7-6500u, 8gb ram, 1tb hdd, dvd, backlit keyboard, hdmi, bluetooth, 802.11ac, dvd, realsense 3d webcam, win10-maxxaudio pro,dell computers,dell inspiron 15 touch",dell, intel core i7,2.5,intel core i7-6500u,windows 10,8 gb,integrated_graphics,1 tb,15.6,,,5.4
9339,"hp laptop probook 450 g4 laptop: core i7-7500u, 256gb ssd, 8gb ram, windows 10 pro, 15.6"" full hd,hp,z2a93ut#aba",hp, intel core i7,2.7,intel,windows 10,8 gb,,256 gb,15.6,1920,1080,6.4
9340,"dell precision m7710 fhd 1080p i7-6820hq 32gb 512gb ssd quadro m3000m 4gb win 10 pro (certified refurbished),dell computers,69nrx",dell, intel core 2 quad,3.6,intel,windows 10,32 gb,,512 gb,17.3,,,4.4
9341,"dell precision m7510 xeon e3 1535m 2.9ghz quadro m2000m 4gb 32gb 2133mhz 4k 3840x2160 256gb ssd nt0183,dell computers,precision m7510",dell, intel xeon,2.9,intel,windows 10 professional 64 bit,32 gb,,256 gb,15.6,3840,2160,5
9342,"dell precision m5510 xeon e3 1505m 2.8ghz quadro m1000m 2gb 32gb 2133mhz 4k 3840x2160 touch 512gb ssd cp0082,dell computers,precision m5510",dell, intel xeon,2.8,intel,windows 10 professional 64 bit,32 gb,,512 gb,15.6,3840,2160,5
9343,"acer aspire one cloudbook 14"" laptop pc, intel celeron n3050 1.6ghz, 2gb ddr3l memory, 32gb emmc, webcam, hdmi, 802.11ac wifi, bluetooth, windows 10 (certified refurbished),acer,aspire one",acer, intel celeron d,1.6,intel,windows 10,2 gb,integrated_graphics,32 gb,11.6,,,3.5
9344,"dell latitude e6430s 14-inch premium business laptop pc, intel core i5 processor 2.7ghz, 8gb ddr3 ram, 256gb sdd, windows 7 professional (certified refurbished),dell computers,latitude e6430s",dell, intel core i5,2.7,intel,windows 7 professional,8 gb,integrated_graphics,256 gb,14,1366,768,4.2
9345,"2017 newest hp 15.6"" touchscreen premium high performance laptop, amd a10-9600p quad-core processor, 6gb ram, 1tb hdd, dvd +/- rw, hdmi, webcam, windows 10 black,hp,hp 15",hp, amd a series,2.3,amd,windows 10,6 gb,radeon r5,1 tb,15.6,1366,768,5.1
9346,"hp 15.6"" (1366x768) hd notebook: intel 7th gen i5-7200u | 12gb ddr4 | 1tb hdd | wifi + bluetooth | windows 10 | red,hp,hp hd 15.6",hp, intel core i5,2.5,intel,windows 10,12 gb,integrated_graphics,1000 gb,15.6,1366,768,4.8
9347,"dell latitude e7440 14.1” fhd touchscreen premium business ultrabook pc, intel core i7-4600u, 8gb ddr3l ram, 256gb ssd, bluetooth, windows 8 professional (certified refurbished),dell computers,e7440",dell, intel core i7,2.1,intel,windows 8 pro,8 gb,integrated_graphics,256 gb,14.1,1920,1080,3.7
9348,"hp stream 11.6 inch laptop (intel celeron n3050 1.6ghz, 2gb ram, 32gb solid state drive, wifi, hdmi, windows 10 home, with office 365 personal for one year), blue, up to 10 hours battery,hp",hp, intel celeron,1.6,intel,windows 10,2 gb,integrated_graphics,32 gb,11.6,,,2.6
9349,"asus rog g752vs-xb78k oc edition (i7-6820hk, 64gb ram, 512gb nvme ssd + 1tb hdd, nvidia gtx 1070 8gb, 17.3"" full hd, windows 10 pro) gaming notebook,asus,g752vs-xb78k oc edition",excaliberpc, intel core i7,2.7,intel,microsoft windows 10 pro,64 gb,,1 tb,17.3,1920,1080,9.5
9350,"2017 newest dell inspiron premium 15.6 inch hd laptop, intel core i3-5015u processor 2.1ghz, 4gb ram, 1tb hdd, hdmi, bluetooth, no dvd, 802.11ac, hd webcam, windows 10 -maxxaudio,dell computers,dell i3558",dell, intel core i3,2.1,intel,windows 10,4 gb,integrated_graphics,1 tb,15.6,,,4.8
9351,"asus p-series p2530ua-xh52 laptop, intel core i5 (2.3ghz), 8gb ram, 500gb hdd, windows 7 pro (upgradeable to windows 10 pro),asus computers,p2530ua-xh52",asus, none,2.3,intel,windows 7 professional,8 gb,,500 gb,15.6,,,5.2
9352,"lenovo ideapad 110s - 11.6"" laptop - 2gb memory, 32gb emmc flash storage (white),lenovo,lenovo ideapad 110s - 11.6",lenovo, intel celeron d,1.6,intel,windows 10,2 gb,,32 gb,11.6,,,2.5
9353,"2017 newest acer aspire e5 15.6"" full hd 1920x1080 gaming laptop, intel core i5-6200u 2.3ghz, 8gb ddr5 ram, 256gb ssd, nvidia geforce 940mx 2gb, 12-hours battery life, 802.11ac wifi, windows 10, black,acer,aspire e 15 e5",acer, intel core i5,2.3,intel,windows 10,8 gb,geforce,256 gb,15.6,,,5.3
9354,"pi-top pi-top notebook pt01-gy-us-us 13.3 arm cortex-a53p 1g 4usb gray retail - diy laptop / pt01-gy-us-us /,pi-top,pt01-gy-us-us",pi-top,,,,,,,,,,,6
9355,"dell precision m5510 4k 3840x2160 touchscreen xeon e3-1505m 2.8ghz 16gb ram 256gb pcie ssd quadro m1000m 2gb win 10 pro,dell computers",dell, intel xeon,2.8,intel,windows 10,16 gb,quadro,256 gb,,,,
9356,"newest hp spectre 13t (7th gen. intel i7-7500u, 8gb ram, 256gb ssd, fhd 1920x1080, backlit keyboard, ac bluetooth, hp warranty) bang & olufsen 13.3"" thinnest non-touch kaby lake laptop pc - by lgi,hp,spectre 13t 7th gen cto",hp, intel core i7,2.7,intel,windows 10,8 gb,intel,256 gb,13.3,1920,1080,2.5
9357,"lenovo thinkpad t450 laptop computer 14 inch hd screen, intel dual core i5-5300u, 16gb ram, 240gb solid state drive, window 7 pro 64,lenovo,t450",oemgenuine, intel core i5,2.3,intel,windows 7 professional,16 gb,integrated_graphics,240 gb,14,,,3.5
9358,"lenovo thinkpad edge 20ev002fus e560 15.6"" business laptop: intel 6th gen core i5-6200u | 12gb ddr3 | 500gb 7200rpm | fingerprint reader | dvd rw | 802.11ac | windows 7 / 10 pro,lenovo,thinkpad edge e560 12gb",lenovo, intel core i5,2.3,intel,"windows 7 professional, windows 10",12 gb,integrated_graphics,500 gb,15.6,1366,768,5.4
9359,"lenovo ideapad 100s - 14"" hd - intel celeron n3060 - 2gb - 32gb ssd - blue,lenovo,lenovo ideapad 100s - 14",lenovo,,,intel,windows 10,2 gb,,32 gb,14,,,3.1
9360,"hp elitebook 8760w 17.3” laptop pc, intel core i5 2.60ghz, 8gb, 180gb ssd,hp",elitebook, core i5-2540m,2.6,intel,windows 7 professional,8 gb,,180 gb,17.3,1920,1080,
9361,"hp pavilion 15.6"" notebook (15.6"" touchscreen, amd a12 quad-core, 8gb ram, 1tb hdd, cd/dvd, windows 10),hp,15-aw053nr",pavilion, amd a series,2.5,amd,windows 10,8 gb,,1 tb,15.6,,,
9362,"hp 17.3"" notebook 17-x137cl, core i7-7500u, 16gb ram, 2tb hdd, 4gb amd r7 gpu,hp,x7x01ua",hp, intel core i7,2.4,intel,windows 10,16 gb,amd,2 tb,17.3,,,5.8
9363,"origin pc eon17-x p770dm1080mat-b6700k 17.3"" traditional laptop (black),origin pc,p770dm1080mat-b6700k",origin pc, intel core i7,4,intel,windows 10,16 gb,gtx 980m,250 gb,17.3,,,8.6
9364,"lenovo thinkpad t420 laptop webcam - intel core i5 2.50ghz - 4gb ddr3 - 320gb - dvdrw - windows 10 pro 64bit - (certified refurbished),lenovo,t420",lenovo, intel core i5,2.5,intel,windows 10,4 gb,,320 gb,14.1,,,4.9
9365,"alienware aw13r2-5567slv 13.3"" oled laptop (intel core i7 processor, 8gb ram, 500gb hybrid hdd, nvidia gtx 965m graphics, silver),dell marketing usa, lp,aw13r2-5567slv",alienware, core i7 6500u,3.1,intel,windows 10,8 gb,gtx 965m,500 gb,13.3,,,7.1
9366,"hp elitebook 8570p 15.6"" notebook pc - intel core i7-3470qm 2.7ghz 8gb 128gb ssd dvdrw windows 10 professional (certified refurbished),hp,8570p",hp, intel core i7,2.7,intel,windows 10 professional,8 gb,,128 gb,15.6,1600,900,6
9367,"2016 newest premium business flagship hp envy 17.3-inch full hd 1080p touchscreen laptop pc intel i7-6700hq cpu 16gb ram 2tb hdd dvd+/-rw webcam hdmi 802.11ac wifi bluetooth windows 10,hp,hp 17t",hp, intel core i7,2.6,intel,windows 10,16 gb,integrated_graphics,2 tb,17.3,,,6.6
9368,"hp elitebook 8560w 15.6” workstation laptop, intel core i5 2.60ghz, 8gb ddr3, 320gb hdd, win-7 pro,hp",elitebook, core i5-2540m,2.6,intel,windows 7 professional,8 gb,,320 gb,15.6,1920,1080,
9369,"dell inspiron 15.6’’ hd touchscreen premium laptop pc (2016 newest model), intel i5-5200u 2.2ghz, 8gb ram, 1tb hdd, dvd +/- rw, intel hd graphics 5500, maxxaudio, bluetooth, hdmi, wifi, windows 10,dell computers,inspiron 15 3000",dell, intel core i5,2.2,intel,windows 10,8 gb,integrated_graphics,1 tb,15.6,1366,768,4.8
9370,"2017 newest hp x360 11.6"" 2-in-1 convertible premium hd laptop, intel dual-core n3060 processor, 4gb ram, 32gb ssd, wifi, webcam, hdmi, bluetooth, windows 10- free one year microsoft office 365,hp,hp x360",hp, intel celeron,1.6,intel celeron n3060,windows 10,4 gb,integrated_graphics,32 gb,11.6,,,3
9371,"newest dell premium inspiron 15.6"" touchscreen laptop (intel core i5-5200u, 2.2ghz, 8 gb ram,1 tb hdd, dvd-rw, hdmi, bluetooth, webcam, 802.11 ac, windows 10),dell_inspiron",dell, intel core duo,2.2,intel,windows 10,8 gb,integrated_graphics,1 tb,15.6,,,4.8
9372,"2017 newest lenovo 17.3-inch hd+ (1600 x 900) high performance premium laptop pc, intel core i5-6200u processor, 8gb ram, 1tb hdd, dvd-rw, hdmi, vga, bluetooth, 802.11ac, webcam, windows 10-black,lenovo,lenovo 17",lenovo, intel core i5,2.3,intel core i5-6200u,windows 10,8 gb,integrated_graphics,1 tb,17.3,,,6.6
9373,"2017 newest hp envy 15.6"" x360 2-in-1 convertible full hd ips touchscreen laptop| intel core i7-7500u | 12gb ram | 1tb hdd | backlit keyboard | bluetooth | hdmi | b&o play | windows 10 (silver),hp,envy x360",hp, intel core i7,2.7,intel,windows 10,12 gb,integrated_graphics,1 tb,15.6,1920,1080,5
9374,"2017 newest hp pavilion 15.6"" hd wled-backlit touchscreen laptop, intel core i7-7500u 2.7ghz, 16gb ddr4 ram 1tb hdd, nvidia geforce 940mx ddr3 4gb backlit keyboard dvd +/- rw 802.11ac windows 10,hp,pavilion 15",hp, intel core i7,2.7,intel,windows 10,16 gb,geforce,1 tb,15.6,,,5
9375,"asus rog g701vi-xb72k (i7-6820hk, 32gb ram, 512gb nvme ssd, nvidia gtx 1080 8gb, 17.3"" full hd 120hz, windows 10 pro) gaming notebook,asus,g701vi-xb72k",excaliberpc, intel core i7,2.7,intel,microsoft windows 10 pro,32 gb,,512 gb,17.3,1920,1080,7.9
9376,"newest toshiba l55t 15.6"" flagship touchscreenhd laptop, intel core i7-6500u, 12gb ram, 1tb ssd, hd led backlit trubrite display, hdmi, bluetooth, hd webcam, wins 10,ltechmarket,l55t",toshiba, intel core i7,2.5,intel,windows 10,12 gb,integrated_graphics,1 tb,15.6,1366,768,5
9377,"hp 17.3"" hd+ display laptop computer, intel dual core i3-6100u 2.3ghz processor, 6gb memory, 1tb hdd, usb 3.0, dvdrw, hdmi, bluetooth, wifi, rj45, windows 10 home (certified refurbished),hp",hp, intel core i3,2.3,intel,windows 10,6 gb,,1 tb,17.3,,,3.7
9378,"2017 newest hp - 17.3"" laptop - intel core i5-7200u (3m cache, up to 3.10 ghz) - 4gb memory - 1tb hard drive - textured linear gradient grooves in black,hp",, intel core i5,3.1,intel,,4 gb,integrated_graphics,1 tb,17.3,,,5.8
9379,"asus vivobook max x541ua-rh71 15.6-inch full hd notebook (intel dual-core i7-6500u 2.5ghz, 12 gb ram, 1tb hdd, windows 10),asus,90nb0cf1-m03950",asus,,,,,,integrated_graphics,,15.6,,,4.4
9380,"lenovo ideapad 110 15.6"" laptop, amd a4-7210;windows 10; 1tb hard drive; amd radeon r3 graphics,lenovo",lenovo, amd a series,1.8,amd,windows 10,4 gb,radeon r3,1 tb,15.6,,,6
9381,"hp elitebook 2570p laptop, intel core i5, 8gb ddr3 memory, 1tb hdd, win-10 x64,hp",elitebook, intel core i5,2.7,intel,windows 10 professional,8 gb,,1 tb,12.5,,,4.6
