ID,Title,Brand,Processor Name,Processor Speed (GHz),Processor Brand,Operating System,RAM,Graphics Card,Storage (GB),Screen Size (inch),Screen Resolution - Height,Screen Resolution - Width,Weight (lb)
2510,lenovo thinkstation d20 ,lenovo, intel xeon x5687,3.6,intel, microsoft windows 7 ultimate, 12 gb, nvidia quadro 4000,450 gb,,,,
2511,msi wind u123 (003us),msi, intel atom n280,1.67,intel," ms windows xp home, ms windows xp home", 1 gb, intel gma 950,160 gb,10.2,,,3.2
2512,apple imac 21.5-inch (core i3),apple, intel core i3-540,3.06,intel, mac os x 10.6, 4 gb, amd radeon hd 4670,500 gb,21.5,1920,1080,
2513,ibm eserver xseries 346,ibm,,,," windows server 2003, windows server 2003", 1 gb,,108 gb,,,,
2514,alienware x51-r2,alienware, intel core i3-4150,3.5,intel, windows 8.1, 6 gb, nvidia geforce gtx 745,1024 gb,,,,
2515,"apple xserve g5, apple xserve raid",apple," powerpc g5, powerpc g5",,powerpc," mac os x 10.3, mac os x 10.3", 4 gb, amd radeon 7000,80 gb,,1280,1024,
2516,dell inspiron 700m,dell, intel pentium m 725,1.6,intel, ms windows xp home, 512 mb, intel 82855 gme,40 gb,12.1,,,4.5
2517,winbook fusionpc,winbook,,,,, 512 mb,,120 gb,15.5,,,
2518,dell xps one,dell, intel core 2 duo e6550,2.33,intel, microsoft windows vista home premium, 2 gb, amd radeon hd 2400,500 gb,20,,,
2519,mpc transport u1000,mpc, intel pentium m 745,1.8,intel, ms windows xp professional, 768 mb, intel 82855 gme,40 gb,12.1,,,3.4
2520,dell inspiron 1720,dell, intel core 2 duo t7500,2.2,intel, microsoft windows vista home premium, 2 gb, nvidia geforce 8600m gt,320 gb,17,,,8.8
2521,"fujitsu stylistic lt p-600, 3500",fujitsu,,,,,,,15 gb,8.5,,,2
2522,toshiba all-in-one dx1210-st4n22,toshiba, intel core i5-2410m,,intel, microsoft windows 7 home premium, 4 gb, intel hd graphics,1000 gb,21.5,1920,1080,
2523,hyperkore hk-xtreme,hyperkore, intel pentium 4 extreme edition,3.73,intel, microsoft windows xp professional, 1 gb, nvidia geforce 6800,348 gb,,,,
2524,dell latitude d630,dell, intel core 2 duo t7300,2,intel, ms windows xp professional, 2 gb, intel gma x3100,120 gb,14.1,,,5.7
2525,asus vivo tab rt,asus,,1.3,, microsoft windows rt," 2 gb, 2 gb"," nvidia tegra 3, nvidia tegra 3",32 gb,10.1,,,1.15
2526,samsung galaxy tab 10.1 (verizon wireless),samsung,,1,, google android 3.0 or higher,,,16 gb,10.1,,,1.3
2527,cherrypal cherrypad,cherrypal,,,, google android 2.3 or earlier,,,35 gb,7,,,14.7
2528,lg g pad x 8.3 (verizon wireless),lg,,1.5,, android 5.0, 2 gb,,16 gb,8.3,,,12
2529,acer aspire as5750-6667,acer, intel core i3-2330m,2.2,intel, microsoft windows 7 home premium, 4 gb, intel hd graphics 3000,640 gb,15.6,1366,768,5.23
2530,apple power mac g5 quad ,apple, powerpc g5,2.5,powerpc, mac os x 10.4, 4 gb, nvidia quadro fx 4500,1024 gb,30,,,
2531,getac 9213,getac, intel core 2 duo su9400,1.4,intel, microsoft windows vista business, 3 gb, intel gma 4500mhd,160 gb,13.3,,,3.6
2532,sony vaio vgn-tz150n,sony, intel core 2 duo u7500,1.06,intel, microsoft windows vista home premium, 1 gb, intel gma 950,100 gb,11.1,,,2.7
2533,toshiba qosmio x775-q7170,toshiba, intel core i5-2450m,2.5,intel, microsoft windows 7 home premium, 6 gb, nvidia geforce gtx 560m,640 gb,17.3,1600,900,7.4
2534,alcatel onetouch pixi 7 (sprint),alcatel,,1.2,, android 5.0, 1 gb,,4 gb,7,,,10.05
2535,dell inspiron e1705,dell, intel pentium m t2500,2,intel, ms windows xp media center, 1 gb, nvidia geforce go 7800gtx,80 gb,17,,,8.2
2536,sony tablet s,sony,,1,, google android 3.0 or higher,,,16 gb,9.4,,,1.3
2537,acer aspire m5-581t-6405,acer, intel core i5-3337u,1.8,intel, microsoft windows 8, 6 gb, intel hd graphics 4000,520 gb,15.6,1366,768,5
2538,hp pavilion dv7-4083cl,hp, intel core i5-450m,2.4,intel, microsoft windows 7 home premium, 4 gb," amd mobility radeon 4570, intel gma hd",500 gb,17.3,,,7
2539,voodoo ferrari f-class f550,voodoo,,,,, 1 gb,,240 gb,19,,,
2540,samsung rf510-s01us,samsung, intel core i5-460m,2.53,intel, microsoft windows 7 home premium, 4 gb, nvidia geforce gt 330m,500 gb,15.6,1366,768,5.5
2541,hp omen 15,hp, intel core i7-4710hq,2.5,intel, windows 8.1, 16 gb, nvidia geforce gtx 860m,512 gb,15.6,1920,1080,4.7
2542,toshiba satellite 5105,toshiba,,1.8,,, 512 mb, nvidia geforce4 440 go,,15,,,7
2543,samsung series 7 slate (700t1a),samsung, intel core i5-2467m,1.6,intel, microsoft windows 7 home premium, 4 gb, intel gma hd 3000,128 gb,11.6,1366,768,1.9
2544,toshiba satellite m45-s165,toshiba, intel celeron m 370,1.5,intel, ms windows xp home, 512 mb, amd mobility radeon xpress 200m,80 gb,15.4,,,5.8
2545,apple ibook,apple,,,, mac os x, 128 mb,,,12.1,,,
2546,lenovo h330-77801hu,lenovo, intel core i5-2500,3.3,intel, microsoft windows 7 home premium, 8 gb, amd radeon hd 6450,3 gb,23.6,1920,1080,
2547,falcon northwest mach v (gtx 280 sli),falcon, intel core 2 extreme qx9770,4,intel, microsoft windows vista ultimate, 4 gb, nvidia geforce gtx 280 sli,1600 gb,,,,
2548,sharp actius rd3d,sharp,,2.8,, ms windows xp professional, 512 mb, nvidia geforce4 440 go,60 gb,15,,,
2549,lenovo thinkpad yoga,lenovo, intel core i5-4200u,1.6,intel, windows 8.1 pro, 4 gb, intel hd graphics 4400,128 gb,12.5,1920,1080,3.4
2550,toshiba satellite r945-p440,toshiba, intel core i5-3210m,2.5,intel, microsoft windows 7 home premium, 6 gb, intel hd graphics 4000,750 gb,14,1366,768,4.4
2551,velocity micro promagix hd180 max,velocity, intel core i7-3930k,3.2,intel, microsoft windows 7 professional, 32 gb, nvidia quadro 4000,2240 gb,,,,
2552,fujitsu stylistic st4000 tablet pc,fujitsu,,,,, 256 mb,,40 gb,10.4,,,3.2
2553,diraction nl3 classmate pc,diraction, intel atom n2600,1.66,intel," microsoft windows 7 home premium, microsoft windows 7 home premium", 2 gb, intel gma 3600,250 gb,10.1,1024,600,3.7
2554,toshiba satellite pro 6100,toshiba,,1.7,,, 256 mb,,38 gb,15,,,
2555,dell latitude e4300,dell, intel core 2 duo sp9400,2.4,intel, microsoft windows vista business, 2 gb, intel gma 4500mhd,128 gb,13.3,,,3.9
2556,asus u56e-bbl5,asus, intel core i5-2410m,2.3,intel, microsoft windows 7 home premium, 6 gb, intel gma hd,640 gb,15.6,1366,768,5.5
2557,gateway zx4270-ub31,gateway, amd a4-5000,1.5,amd, microsoft windows 8, 4 gb, amd radeon hd 8300,500 gb,19.5,1600,900,
2558,velocity micro vector campus edition (2010),velocity, intel core i5-750,3.34,intel, microsoft windows 7 home premium, 4 gb, nvidia geforce gt 240m,1000 gb,,,,
2559,hp z230 sff workstation,hp, intel xeon e3-1245v3,3.4,intel, microsoft windows 7 professional, 16 gb, nvidia quadro k600,1128 gb,,,,
2560,vigor force recon qxn,vigor, intel core 2 extreme qx9770,3.4,intel, microsoft windows vista ultimate, 4 gb, nvidia geforce gtx 280 triple sli,2600 gb,,,,
2561,alienware steam machine,alienware,,,, linux, 8 gb, nvidia geforce gtx 860m,1 tb,,,,
2562,lenovo thinkpad x230,lenovo, intel core i5-3320m,2.6,intel, microsoft windows 7 professional, 4 gb, intel hd graphics 4000,320 gb,12.5,1366,768,3.39
2563,lenovo yoga tablet 8,lenovo,,1.2,, google android 4.2.2, 1 gb,,16 gb,8,,,14.1
2564,xi 2200+ mtower premiere,xi,,,,, 512 mb,,120 gb,18,,,
2565,leader impression i7a,leader,,1,, google android 3.0 or higher,,,4 gb,7,,,9.44
2566,dell inspiron 14r-1440pbl,dell, intel pentium dual-core p6100,2,intel, microsoft windows 7 home premium, 4 gb, intel gma hd,500 gb,14.1,1366,768,4.9
2567,overdrive core2.x-fire,overdrive, intel core 2 extreme x6800,3.76,intel, ms windows xp professional, 2 gb, amd radeon x1900 crossfire,900 gb,,,,
2568,dell inspiron i620-228nbk,dell, intel core i3-2100,3.1,intel, microsoft windows 7 home premium, 4 gb, intel hd graphics 2000,1000 gb,,,,
2569,acer aspire ax3400-u2012,acer, amd athlon ii x3 435,2.9,amd, microsoft windows 7 home premium, 4 gb, nvidia geforce 9200,500 gb,,,,
2570,samsung series 5 ultra (np530u4b-a01us),samsung, intel core i5-2467m,1.6,intel, microsoft windows 7 home premium, 4 gb, intel hd graphics 3000,500 gb,14,1366,768,3.9
2571,toshiba tecra 9100,toshiba,,,,,,,,,,,5.6
2572,dell inspiron 15z (i15z-4801slv),dell, intel core i7-3537u,2.0,intel, microsoft windows 8, 8 gb, intel hd graphics 4000,32 gb,15.6,1366,768,5.23
2573,hp pavilion elite hpe-210f,hp, amd phenom ii x4 945,3,amd, microsoft windows 7 home premium, 8 gb,,1000 gb,,,,
2574,velocity micro notemagix m57 ultra,velocity, intel pentium m 780,2.26,intel, ms windows xp professional, 2 gb, nvidia geforce go 7800gtx,100 gb,17,,,9.3
2575,acer revo rl100-ur20p,acer, amd athlon ii neo k325,1.3,amd, microsoft windows 7 home premium, 4 gb, nvidia ion,750 gb,,,,
2576,hp g71-340us ,hp, intel core 2 duo t6600,2.2,intel, microsoft windows 7 home premium, 4 gb, intel gma 4500mhd,320 gb,17.3,,,6.72
2577,lenovo thinkcentre m83 tiny,lenovo, intel core i5-4590t,2.0,intel,, 8 gb, intel hd graphics 4600,500 gb,,,,
2578,hp pavilion dm4-1253cl,hp, intel core i5-460m,2.53,intel, microsoft windows 7 premium edition, 6 gb, intel gma hd,500 gb,14.1,1366,768,4.4
2579,hp compaq presario 6300us,hp,,,,,, integrated,,,,,
2580,dell latitude 6430u (hd+),dell, intel core i7-3687u,2.1,intel, microsoft windows 7 professional, 8 gb, intel hd graphics 4000,128 gb,14,1600,900,3.91
2581,falcon northwest fragbook tl,falcon,,2,, ms windows xp professional, 1 gb, amd mobility radeon 9700,60 gb,15,,,6.4
2582,hp compaq dx2200 business desktop pc,hp, intel pentium 4 524,3.06,intel, ms windows xp professional, 512 mb, amd radeon xpress 200,80 gb,17,,,
2583,acer iconia a1-830,acer,,1.6,, google android 4.2.2, 1 gb,,16 gb,7.9,,,13.28
2584,msi gt70 one-609us dragon edition,msi, intel core i7-3630qm,2.4,intel, microsoft windows 8, 16 gb, nvidia geforce gtx 680m,1006 gb,17.3,1920,1080,8.29
2585,hp compaq presario s4000t,hp,,,,, 512 mb,,80 gb,17,,,
2586,apple powerbook g4 (15-inch),apple, powerpc g4,1.5,powerpc, mac os x, 512 mb, amd mobility radeon 9700,80 gb,15.2,,,5.7
2587,lenovo c540,lenovo, intel pentium g2020,2.9,intel, microsoft windows 8, 4 gb, intel hd graphics 2500,1000 gb,23,1920,1080,
2588,panasonic toughpad 4k performance (ut-ma6),panasonic, intel core i7-3687u,2.1,intel," microsoft windows 7 professional, microsoft windows 7 professional"," 16 gb, 16 gb"," nvidia quadro k1000m, nvidia quadro k1000m",256 gb,20,3840,2560,5.6
2589,e-fun nextbook flexx 9,e-fun,,,, microsoft windows 10, 1 gb, intel hd graphics,32 gb,8.9,,,31
2590,acer travelmate 8210-6038,acer, intel core 2 duo t7400,2.16,intel, ms windows xp professional, 2 gb, amd mobility radeon x1600,160 gb,15.4,,,6.9
2591,the dell latitude l400 lightens your load,the,,,,, 128 mb,,,,,,3.5
2592,asus eeepc 4g,asus,,900,," xandros linux, xandros linux", 512 mb, intel gma 900 gm,4 gb,7,,,2
2593,viewsonic viewpad 1000,viewsonic,,,,, 128 mb,,10 gb,10.4,,,
2594,samsung galaxy tab 8.9 (at&t),samsung,,1.5,, google android 3.0 or higher,,,16 gb,8.9,,,15.7
2595,dell inspiron 23 (2350),dell, intel core i7-4700mq,2.4,intel, microsoft windows 8, 12 gb, amd radeon hd 8890a,1000 gb,23,1920,1080,
2596,acer aspire ax1700-u3793a ,acer,,2.66,, microsoft windows vista home premium, 4 gb, nvidia geforce g100,750 gb,,,,
2597,infocus q tablet (inp-120q32-pr),infocus,,1.33,, microsoft windows 10, 2 gb, intel hd graphics,32 gb,10.1,,,1.43
2598,hp compaq 6910p,hp, intel core 2 duo t7300,2,intel, microsoft windows vista business, 2 gb, intel gma x3100,120 gb,14.1,,,5.1
2599,falcon northwest talon (core i7-875k),falcon, intel core i7-875k,4.28,intel, microsoft windows 7 home premium, 8 gb, nvidia geforce gtx 480,1000 gb,,,,
2600,lenovo ideatab a1000,lenovo,,1.2,, google android 4.2.1, 1 gb, img powervr sgx531,16 gb,7,,,12.32
2601,acer aspire r 13 (r7-371t-72tc),acer, intel core i7-4510u,2.0,intel, windows 8.1, 8 gb, intel hd graphics 4400,512 gb,13.3,2560,1440,3.21
2602,apple ibook g4 12-inch (1.33 ghz) ,apple, powerpc g4,1.33,powerpc, mac os x, 512 mb,,40 gb,12,,,4.9
2603,lenovo ideapad yoga 13,lenovo, intel core i5-3317u,1.7,intel, microsoft windows 8, 4 gb, intel hd graphics 4000,128 gb,13.3,1600,900,3.4
2604,dell vostro v131,dell, intel core i5-2410m,2.3,intel, microsoft windows 7 professional, 4 gb, intel hd graphics 3000,500 gb,13.3,1366,768,4
2605,asus eeepc 1001p,asus, intel atom n450,1.66,intel," microsoft windows 7 starter edition, microsoft windows 7 starter edition", 1 gb, intel gma 3150,160 gb,10.1,,,2.8
2606,cyberpower zeus mini,cyberpower, intel core i7-4770k,3.5,intel, windows 8.1, 16 gb, nvidia geforce gtx 780,2120 gb,,,,
2607,hp pavilion p6727c-b,hp, amd athlon ii x4 640,3,amd, microsoft windows 7 home premium, 4 gb, amd radeon hd 4200,750 gb,23,1920,1080,
2608,lenovo thinkpad t60p,lenovo, intel core 2 duo t7600,2.33,intel, microsoft windows vista business, 4 gb, amd mobility firegl v5250,100 gb,14.1,,,5.6
2609,hp pavilion p7-1120,hp, intel core i3-2130,3.4,intel, microsoft windows 7 home premium, 8 gb, intel hd graphics 2000,1500 gb,,,,
2610,hp mini 1000 mi,hp, intel atom n270,1.6,intel," hp mobile internet (linux), hp mobile internet (linux)", 1 gb, intel gma 950,60 gb,10.1,,,2.5
2611,tangent medallion 4000d,tangent,,,,, 256 mb, nvidia geforce3,80 gb,17,,,
2612,hp spectre one 23-e010se,hp, intel core i7-3770t,2.5,intel, microsoft windows 8, 10 gb, nvidia geforce gt 610m,1000 gb,23,1920,1080,
2613,alienware m17,alienware, intel core 2 duo p8400,2.26,intel, microsoft windows vista home premium, 3 gb, amd mobility radeon hd 3870 crossfirex,160 gb,17,,,9.4
2614,acer aspire e3-111-c1bw,acer, intel celeron n2930,1.83,intel, windows 8.1, 4 gb, intel hd graphics,500 gb,11.6,1366,768,2.84
2615,asus u36jc-a1,asus, intel core i5-460m,2.53,intel, microsoft windows 7 home premium, 4 gb, intel gma hd,500 gb,13.3,1366,768,3.7
2616,viewsonic viewpad 10,viewsonic, intel atom n455,1.67,intel," microsoft windows 7 home premium, android 1.6"," 2 gb, 2 gb"," intel gma hd 3150, intel gma hd 3150",32 gb,10.1,1024,600,1.93
2617,toshiba satellite c655d-s5130,toshiba, amd e-240,1.5,amd, microsoft windows 7 home premium, 3 gb, amd radeon hd 6310m,250 gb,15.6,,,5.5
2618,maingear shift super stock (core i7-3930k),maingear, intel core i7-3960k,4.8,intel, microsoft windows 7 home premium, 16 gb, amd radeon hd 7970,1240 gb,,2560,1600,
2619,sony vaio vpc-ea46fm/v,sony, intel core i3-380m,2.53,intel, microsoft windows 7 home premium, 4 gb, intel hd graphics,640 gb,14,1366,768,4.9
2620,toshiba satellite p755-s5215,toshiba, intel core i3-2310m,2.1,intel, microsoft windows 7 home premium, 6 gb, intel hd graphics 3000,640 gb,15.6,1366,768,5.4
2621,apple imac 27-inch (nvidia geforce gtx 675m) ,apple, intel core i7-3770,3.4,intel, mac os x 10.8, 32 gb, nvidia geforce gtx 675mx,256 gb,27,2560,1440,
2622,gateway gt5662,gateway, amd phenom 9500,2.2,amd, microsoft windows vista home premium, 3 gb, amd mobility radeon hd 2400xt,500 gb,,,,
2623,fujitsu lifebook s2210,fujitsu, amd turion 64 x2 tl-52 mobile,1.6,amd, microsoft windows vista business, 2 gb, amd mobility radeon 1150,100 gb,13.3,,,4.2
2624,compaq x gx5000z (iss. 21 2004),compaq,,,, microsoft windows xp professional, 1 gb, nvidia geforce fx 6800 ultra,148 gb,23,1900,1200,
2625,lenovo thinkpad yoga 260,lenovo, intel core i5-6200u,2.8,intel, windows 10, 8 gb, intel hd graphics 520,256 gb,12.5,1920,1080,2.93
2626,abs awesome 4300,abs,,,, microsoft windows xp home, 512 mb, nvidia geforce fx 5700,120 gb,19,1280,1024,
2627,sony vaio pcv-w500gn1,sony,,,,, 512 mb,,160 gb,17.5,,,
2628,acer travelmate 4202wlmi,acer, intel core duo t2300,1.67,intel, ms windows xp professional, 1 gb, intel gma 950,100 gb,15.4,,,6
2629,hp probook 4310s,hp, intel core 2 duo t6670,2.2,intel, microsoft windows vista business, 4 gb, intel gma 4500mhd,320 gb,13.3,,,4.6
2630,emachines t1862,emachines,,,,, 256 mb,,60 gb,17,,,
2631,toshiba portégé 3480ct,toshiba,,,,,,,12 gb,,,,
2632,xi 2486 mtower premiere,xi,,,,, 512 mb,,120 gb,18,,,
2633,hp pavilion p7-1235,hp, amd a8-5500,3.2,amd, microsoft windows 7 home premium, 8 gb, amd radeon hd 7560d,1000 gb,,,,
2634,acer aspire s7-191-6640,acer, intel core i5-3317u,1.7,intel, microsoft windows 8, 4 gb, intel hd graphics 4000,128 gb,11.6,1920,1080,2.24
2635,hp pavilion dv4000,hp, intel pentium m 750,1.86,intel, ms windows xp home, 512 mb, intel gma 900 gm,80 gb,15.4,,,6.4
2636,velocity micro notemagix l80 ultra,velocity, intel core 2 duo t7600,2.16,intel, ms windows xp professional, 2 gb, nvidia geforce go 7600,100 gb,15.4,,,6.9
2637,itronix hummer laptop ix600,itronix, intel pentium m 750,1.86,intel, ms windows xp professional, 512 mb, intel gma 900 gm,80 gb,12.1,,,6.7
2638,acer aspire one 722-bz480 ,acer, amd c-50,1,amd," microsoft windows 7 home premium, microsoft windows 7 home premium", 256 mb, amd radeon hd 6250m,320 gb,11.6,1366,768,2.95
2639,dell inspiron im501r-1655mrb,dell, amd phenom ii n850 triple-core,2.2,amd, microsoft windows 7 home premium, 4 gb, amd mobility radeon 4250,500 gb,15.6,1366,768,5.6
2640,sony vaio vpc-sc1afm,sony, intel core i5-2410m,2.3,intel, microsoft windows 7 home premium, 4 gb, intel hd graphics 3000,500 gb,13.3,1366,768,3.8
2641,"sony's notable, totable media pc",sony's,,2.8,,,, nvidia geforce fx,,16.1,,,9.1
2642,averatec d1133,averatec, amd athlon x2 3250e,1.5,amd, microsoft windows vista home premium, 2 gb, amd radeon hd 3200,250 gb,18.4,,,
2643,samsung galaxy tab 7.0 plus,samsung,,1.2,, google android 3.0 or higher,,,16 gb,7,,,12.1
2644,apple ipad pro (12.9 inch),apple,,na,, apple ios 9, 2 gb,,32 gb,12.9,,,1.57
2645,gateway dx4320-45,gateway, amd phenom ii x6 1035t,2.6,amd, microsoft windows 7 home premium, 8 gb, amd radeon hd 5750,1000 gb,,,,
2646,acer aspire r7-572-6423,acer, intel core i5-4200u,1.6,intel, windows 8.1, 8 gb, intel hd graphics 4400,1 tb,15.6,1920,1080,5.3
2647,asus eeepc 1101ha,asus, intel atom z520,1.33,intel," ms windows xp home, ms windows xp home", 1 gb, intel gma 500,160 gb,11.6,,,3
2648,paperport does it all,paperport,,,,,,,,,,,
2649,hp pavilion elite hpe-257c-b ,hp, intel core i7-860,2.8,intel, microsoft windows 7 home premium, 8 gb, amd radeon hd 5570,1000 gb,25,,,
2650,dell optiplex sx280,dell,,,, microsoft windows xp professional, 512 mb, intel gma 900 gm,160 gb,17,1280,1024,
2651,samsung galaxy tab 4 nook,samsung,,1.2,, android 4.4, 1.5 gb,,8 gb,7,,,9.74
2652,acer aspire timeline ultra m5-481tg-6814,acer, intel core i5-3317u,1.7,intel, microsoft windows 7 home premium, 4 gb, nvidia geforce gt 640m le,500 gb,14,1366,768,4.16
2653,hp hpe h9 phoenix,hp, amd fx-8100,2.8,amd, microsoft windows 7 home premium, 8 gb, amd radeon hd 7670,1000 gb,,,,
2654,t-mobile g-slate with google (by lg),t-mobile,,1,, google android 3.0 or higher,,,32 gb,8.9,,,1.3
2655,hp pavilion dv6-6110us,hp, amd a6-3400m,1.4,amd, microsoft windows 7 home premium, 4 gb, amd radeon hd 6520g,640 gb,15.6,1366,768,5.4
2656,asus zenbook ux305ca,asus, intel core m3,800,intel, windows 10, 8 gb, intel hd graphics 515,256 gb,13.3,1920,1080,2.6
2657,gateway media center fmc-901x,gateway,,,,,,,,,,,
2658,getac f110 (2015),getac, intel core i5-5200u,2.2,intel," microsoft windows 8.1 pro, windows 8.1 pro"," 4 gb, 4 gb"," intel hd graphics 5500, intel hd graphics 5500",128 gb,11.6,1366,768,3.1
2659,emachines m6810,emachines,,1.8,, ms windows xp home, 512 mb,,60 gb,15.4,,,7.7
2660,dell xps 630,dell, intel core 2 duo e8200,2.66,intel, microsoft windows vista home premium, 2 gb, nvidia geforce 8800 gt,500 gb,,,,
2661,xi 1800+ mtower sp,xi,,,,, 256 mb,,80 gb,,,,
2662,toshiba tecra a6-s513,toshiba, intel pentium m t1300,1.67,intel, ms windows xp professional, 512 mb, intel gma 950,60 gb,14.1,,,5.3
2663,toshiba satellite p305-s8825,toshiba, intel core 2 duo t5550,1.83,intel, microsoft windows vista home premium, 3 gb, amd mobility radeon hd 3740,320 gb,17,,,7.5
2664,dell dimension 4700,dell,,3,, microsoft windows xp home, 512 mb, intel gma 900 gm,80 gb,17,1024,768,
2665,micron millennia max gs,micron,,,,,,,29 gb,,,,
2666,systemax venture hu26,systemax,,,,, 512 mb,,120 gb,17,,,
2667,fujitsu lifebook u820,fujitsu, intel atom z530,1.6,intel, microsoft windows vista home premium, 1 gb, intel gma 500,60 gb,5.6,,,1.5
2668,hp elitebook 8440w,hp, intel core i7-640lm,2.67,intel, microsoft windows 7 professional, 4 gb, nvidia quadro fx 380m,320 gb,14.1,,,5.6
2669,hp pavilion p6720f ,hp, amd phenom ii x4 840t,2.93,amd, microsoft windows 7 home premium, 6 gb, amd radeon hd 4200,1000 gb,,,,
2670,lenovo thinkpad w540,lenovo, intel core i7-4800mq,2.7,intel, microsoft windows 7 professional, 8 gb, nvidia quadro k2100m,256 gb,15.6,2880,1620,5.67
2671,maingear drift,maingear, intel core i7-4790k,4.6,intel, windows 8.1, 16 gb, nvidia geforce gtx 980,3500 gb,,,,
2672,sony vaio vpc-l212fx/b,sony, intel core i5-2410m,2.3,intel, microsoft windows 7 home premium, 4 gb, intel hd graphics 3000,1000 gb,24,1920,1080,
2673,hp pavilion elite hpe-140f,hp, intel core i5-650,3.2,intel, microsoft windows 7 home premium, 8 gb, nvidia geforce gt 230,1000 gb,,,,
2674,acer iconia tab w500-bz467,acer, amd c-50,1,amd, microsoft windows 7 home premium," 2 gb, 2 gb"," amd radeon hd 6250, amd radeon hd 6250",32 gb,10.1,1280,800,2.07
2675,samsung galaxy tab 3 10.1,samsung,,1.6,, google android 4.2.2, 1 gb, img powervr sxg544mp2,16 gb,10.1,,,1.12
2676,"apple macbook pro 13-inch, retina display (2015)",apple, intel core i5-5257u,2.7,intel, apple os x el capitan, 8 gb, intel iris 6100,128 gb,13.3,2560,1600,3.48
2677,mpc millennia 920i creative studio,mpc,,,,,,,,19,1280,1024,
2678,asus u33jc-a1,asus, intel core i3-370m,2.4,intel, microsoft windows 7 home premium, 4 gb, intel gma hd,500 gb,13.3,,,4.5
2679,aorus x7 pro,aorus, intel core i7-7810hq,2.5,intel, windows 8.1, 16 gb, nvidia geforce gtx 970m,1512 mb,17.3,1920,1080,6.74
2680,hp pavilion dm4-2015dx,hp, intel core i3-2310m,2.1,intel, microsoft windows 7 home premium, 4 gb, intel gma 500,640 gb,14,1366,768,4.2
2681,sharp actius rd20,sharp,,3.06,,, 512 mb,,60 gb,15,,,10.4
2682,ogio gambit 17,ogio,,,,,,,,,,,
2683,asus g71g-q1,asus, intel core 2 quad q9000,2,intel, microsoft windows vista home premium, 6 gb, nvidia geforce 9800m gs,640 gb,17,,,9.1
2684,hp mini 5103,hp, intel atom n550,1.5,intel," microsoft windows 7 professional, microsoft windows 7 professional", 2 gb, intel gma 3150,160 gb,10.1,,,3
2685,gateway dx300 ,gateway, intel pentium 4 630,3,intel, microsoft windows xp home, 512 mb, nvidia geforce 6600,250 gb,19,,,
2686,hp elitebook folio 1040 g1,hp, intel core i7-4650u,1.7,intel, microsoft windows 7 professional, 8 gb, intel hd graphics 5000,256 gb,14,1920,1080,3.34
2687,sony vaio pcg-c1vn picturebook,sony,,,,, 128 mb,,12 gb,8.9,,,2.2
2688,dell inspiron 17-3721 ,dell,,1.9,, microsoft windows 8, 4 gb, intel hd graphics 4000,500 gb,17.3,1600,900,5.9
2689,hp omnibook 500,hp,,,,, 256 mb,,20 gb,12.1,,,
2690,ibm thinkpad r50,ibm,,1.5,, ms windows xp professional, 256 mb,,40 gb,15,,,
2691,hp pavilion ze4200,hp,,1.53,,, 256 mb,,20 gb,14.1,,,6.6
2692,toshiba satellite r15-s822,toshiba, intel pentium m 730,1.6,intel, ms windows xp tablet pc edition, 512 mb, intel 82855 gme,60 gb,6.1,,,6.1
2693,apple mac mini (hdmi),apple, intel core 2 duo p8600,2.4,intel, mac os x 10.6, 2 gb, nvidia geforce gt 320m,320 gb,,,,
2694,acer aspire p3-171-6820,acer,,1.5,, microsoft windows 8," 4 gb, 4 gb"," intel hd graphics 4000, intel hd graphics 4000",120 gb,11.6,1366,768,1.74
2695,dell xps gen 5,dell, intel pentium 4 extreme edition,3.2,intel, ms windows xp media center edition 2005, 1 gb, amd radeon x850,500 gb,20.1,1680,1050,
2696,hp touchsmart 520-1070,hp, intel core i7-2600s,2.8,intel, microsoft windows 7 home premium, 8 gb,,2000 gb,23,1920,1080,
2697,v3 gaming pc avenger,v3, intel core i7-3930k,4.8,intel, microsoft windows 7 home premium, 16 gb, nvidia geforce gtx 680 sli,2240 gb,,2560,1600,
2698, asus g53jw-3de,asus, intel core i7-740qm,1.73,intel, microsoft windows 7 home premium, 6 gb,,750 gb,15.6,1366,768,7.9
2699,hp compaq 8200 elite usdt,hp, intel core i5-2500s,2.7,intel, microsoft windows 7 professional, 4 gb, intel hd graphics 2000,250 gb,,,,
2700,gateway one zx6810-01,gateway, intel core 2 quad q8200,2.33,intel, microsoft windows 7 premium edition, 8 gb, amd radeon hd 4670,1064 gb,23,1920,1080,
2701,gateway dx4320-02e,gateway,,2.8,, microsoft windows 7 home premium, 6 gb, amd radeon hd 4250,640 gb,23,1920,1080,
2702,velocity micro vector sx-v(iss. 21 2004),velocity,,,, microsoft windows xp home, 512 mb, nvidia geforce 6600,120 gb,17,1280,1024,
2703,toshiba satellite click 2 l35w-b3204,toshiba, intel pentium n3530,2.58,intel," microsoft windows 8.1, windows 8.1"," 4 gb, 4 gb"," intel hd graphics, intel hd graphics",500 gb,13.3,1366,768,4.9
2704,gateway fx510xl,gateway, intel pentium extreme edition 965,3.73,intel, ms windows xp media center edition 2005, 2 gb, amd radeon x1900 crossfire,1000 gb,21,,,
2705,hp proone 600 g1,hp, intel core i5-4570s,2.9,intel, microsoft windows 8 professional, 8 gb, amd radeon hd 7650a,256 gb,21.5,1920,1080,
