Title,Price,Currency,Sold by Newegg,Rating,Brand,Model,Color,CPU Type,CPU Speed,Number of Cores,Screen Size,Resolution,Touchscreen,Operating System,GPU/VPU,Graphic Type,SSD,HDD,Memory,Battery,Battery Life,Dimensions (W x D x H),Weight
"MSI 15.6"" GL62 6QF-1277 Intel Core i5 6th Gen 6300HQ (2.30 GHz) NVIDIA GeForce GTX 960M 32 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop -",899.0,USD,yes,,MSI,GL62 6QF-1277,Black,Intel Core i5 6th Gen,6300HQ (2.30 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 960M,Dedicated Card,256 GB,1 TB,32 GB DDR4,6-cell battery,,"15.07"" x 10.23"" x 1.06""",5.29 lbs.
"MSI 15.6"" PE60 6QE-1267 Intel Core i7 6th Gen 6700HQ (2.60 GHz) NVIDIA GeForce GTX 960M 16 GB Memory 512 GB SSD Windows 10 Pro 64-Bit Gaming Laptop -",1149.0,USD,yes,3,MSI,PE60 6QE-1267,Aluminum Silver,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Pro 64-Bit,NVIDIA GeForce GTX 960M,Dedicated Card,512 GB,,16 GB DDR4,6 cell (51Whr),,"15.07"" x 10.23"" x 1.06""",5.29 lbs.
"Open Box: MSI 17.3"" GP72 Leopard Pro-695 Intel Core i7 6th Gen 6700HQ (2.60 GHz) NVIDIA GeForce GTX 960M 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptops -",899.0,USD,yes,3,MSI,GP72 Leopard Pro-695,Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 960M,Dedicated Card,128 GB,1 TB,16 GB DDR4,6-cell battery,,"16.45"" x 10.60"" x 1.53""",5.95 lbs.
"MSI 15.6"" GS63VR Stealth Pro-041 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 32 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready - ""ONLY @ NEWEGG""",1699.0,USD,yes,3,MSI,GS63VR Stealth Pro-041,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,128 GB M.2 SATA,1 TB,32 GB DDR4,3 cell (57 Whr),,"14.96"" x 9.80"" x 0.69""",3.96 lbs.
"Open Box: MSI 15.6"" GS63VR Stealth Pro-041 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 32 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready - ""ONLY @ NEWEGG"" -",1499.0,USD,yes,3,MSI,GS63VR Stealth Pro-041,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,128 GB M.2 SATA,1 TB,32 GB DDR4,3 cell (57 Whr),,"14.96"" x 9.80"" x 0.69""",3.96 lbs.
"Refurbished: MSI 17.3"" GT72S Dominator Pro G-219 Intel Core i7 6th Gen 6820HK (2.70 GHz) NVIDIA GeForce GTX 980M 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop -",1499.99,USD,yes,,MSI,GT72S Dominator Pro G-219,Aluminum Black,Intel Core i7 6th Gen,6820HK (2.70 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 980M,Dedicated Card,128 GB,1 TB,16 GB DDR4,9-cell lithium ion,,"16.85"" x 11.57"" x 1.89""",8.40 lbs.
"Open Box: MSI 17.3"" GT72 Dominator G-1227 Quad Core Intel Core i7 6820HK (2.70 GHz) NVIDIA GeForce GTX 970M 16 GB Memory 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop -",1099.0,USD,yes,,MSI,GT72 Dominator G-1227,Aluminum Black,Intel Core i7 6th Gen,6820HK (2.70 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 970M,Dedicated Card,,1 TB,16 GB DDR4,9 cell (83 Whr),,"16.85"" x 11.57"" x 1.89""",8.40 lbs.
"Open Box: MSI 18.4""  GT83VR TITAN SLI-024 Intel Core i7 6920HQ (2.90 GHz) NVIDIA GeForce GTX 1080 SLI 64 GB Memory 1 TB SSD (PCIE Gen3x4) 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready -",4599.0,USD,yes,,MSI,GT83VR TITAN SLI-024,Aluminum Black,Intel Core i7 6th Gen,6920HQ (2.90 GHz),Quad-core Processor,"18.4""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1080 SLI,Dedicated Card,1 TB,1 TB,64 GB DDR4,8 cell (75 Wh),,"16.85"" x 12.36"" x 1.66""-2.52""",13.13 lbs.
"MSI 18.4"" GT83VR TITAN SLI-023 Intel Core i7 6820HK (2.70 GHz) NVIDIA GeForce GTX 1070 SLI 64 GB Memory 512 GB SSD (PCIE Gen3x4)1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready",3549.0,USD,yes,,MSI,GT83VR TITAN SLI-023,Aluminum Black,Intel Core i7 6th Gen,6820HK (2.70 GHz),Quad-core Processor,"18.4""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1070 SLI,Dedicated Card,512 GB,1 TB,64 GB DDR4,8 cell (75 Wh),,"16.85"" x 12.36"" x 1.66""-2.52""",11.59 lbs.
"MSI 18.4"" GT83VR TITAN SLI-055 Intel Core i7 6820HK (2.70 GHz) NVIDIA GeForce GTX 1070 SLI 16 GB Memory 256 GB SSD(PCIE Gen3x4) 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready",3199.0,USD,yes,,MSI,GT83VR TITAN SLI-055,Aluminum Black,Intel Core i7 6th Gen,6820HK (2.70 GHz),Quad-core Processor,"18.4""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1070 SLI,Dedicated Card,256 GB,1 TB,16 GB DDR4,8 cell (75 Wh),,"16.85"" x 12.36"" x 1.66""-2.52""",11.59 lbs.
"MSI 17.3"" 4K/UHD GT73VR Titan Pro 4K-200 Intel Core i7 6820HK (2.70 GHz) NVIDIA GeForce GTX 1080 64 GB Memory 1 TB SSD(PCIE Gen3x4) 1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready",3699.0,USD,yes,4,MSI,GT73VR Titan Pro 4K-200,Aluminum Black,Intel Core i7 6th Gen,6820HK (2.70 GHz),Quad-core Processor,"17.3"" 4K/UHD",3840 x 2160,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1080,Dedicated Card,1 TB,1 TB,64 GB DDR4,8 cell (75 Wh),,"16.85"" x 12.36"" x 1.76""",8.59 lbs.
"MSI 17.3"" FHD 120Hz 5ms GT73VR Titan Pro-201 Intel Core i7 6820HK (2.70 GHz) NVIDIA GeForce GTX 1080 64 GB Memory 1 TB SSD (PCIE Gen3x4)1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready -",3399.0,USD,no,1,MSI,GT73VR Titan Pro-201,Aluminum Black,Intel Core i7 6th Gen,6820HK (2.70 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1080,Dedicated Card,1 TB,1 TB,64 GB DDR4,8 cell (75 Whr),,"16.85"" x 12.36"" x 1.76""",8.59 lbs.
"Open Box: MSI 17.3"" FHD 120Hz 5ms GT73VR Titan Pro-201 Intel Core i7 6820HK (2.70 GHz) NVIDIA GeForce GTX 1080 64 GB Memory 1 TB SSD (PCIE Gen3x4)1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready -",3299.0,USD,yes,1,MSI,GT73VR Titan Pro-201,Aluminum Black,Intel Core i7 6th Gen,6820HK (2.70 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1080,Dedicated Card,1 TB,1 TB,64 GB DDR4,8 cell (75 Whr),,"16.85"" x 12.36"" x 1.76""",8.59 lbs.
"Open Box: MSI 17.3"" FHD 120Hz 5ms GT73VR Titan Pro-202 Intel Core i7 6820HK (2.70 GHz) NVIDIA GeForce GTX 1080 32 GB Memory 512 GB SSD (PCIE Gen3x4)1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready -",2699.0,USD,yes,1,MSI,GT73VR Titan Pro-202,Aluminum Black,Intel Core i7 6th Gen,6820HK (2.70 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1080,Dedicated Card,512 GB,1 TB,32 GB DDR4,8 cell (75 Whr),,"16.85"" x 12.36"" x 1.76""",8.59 lbs.
"MSI 17.3"" FHD 120Hz 5ms GT73VR TITAN SLI-058 Intel Core i7 6820HK (2.70 GHz) NVIDIA GeForce GTX 1070 SLI 64 GB Memory 512 GB SSD (PCIE Gen3x4)1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready",3049.0,USD,yes,,MSI,GT73VR TITAN SLI-058,Aluminum Black,Intel Core i7 6th Gen,6820HK (2.70 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1070 SLI,Dedicated Card,512 GB,1 TB,64 GB DDR4,8 cell (75 Whr),,"16.85"" x 12.36"" x 1.76""",10.59 lbs.
"MSI 17.3"" FHD 120Hz 5ms GT73VR TITAN-017 Intel Core i7 6820HK (2.70 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 128 GB SSD (PCIE Gen3x4)1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready",1949.0,USD,yes,4,MSI,GT73VR TITAN-017,Aluminum Black,Intel Core i7 6th Gen,6820HK (2.70 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1070,Dedicated Card,128 GB,1 TB,16 GB DDR4,8 cell (75 Whr),,"16.85"" x 12.36"" x 1.76""",8.59 lbs.
"Open Box: MSI 17.3"" FHD 120Hz 5ms GT73VR TITAN-017 Intel Core i7 6820HK (2.70 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 128 GB SSD (PCIE Gen3x4)1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready -",1799.0,USD,yes,4,MSI,GT73VR TITAN-017,Aluminum Black,Intel Core i7 6th Gen,6820HK (2.70 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1070,Dedicated Card,128 GB,1 TB,16 GB DDR4,8 cell (75 Whr),,"16.85"" x 12.36"" x 1.76""",8.59 lbs.
"MSI 17.3"" GT72VR Tobii-031 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1070 32 GB Memory 512 GB SSD (PCIE Gen3x4)1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready",2199.0,USD,yes,3,MSI,GT72VR Tobii-031,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1070,Dedicated Card,512 GB,1 TB,32 GB DDR4,9 cell (83 Whr),,"16.85"" x 11.57"" x 1.88""",8.33 lbs.
"Open Box: MSI 17.3"" GT72VR Tobii-031 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1070 32 GB Memory 512 GB SSD (PCIE Gen3x4)1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready -",2099.0,USD,yes,3,MSI,GT72VR Tobii-031,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1070,Dedicated Card,512 GB,1 TB,32 GB DDR4,9 cell (83 Whr),,"16.85"" x 11.57"" x 1.88""",8.33 lbs.
"MSI 17.3"" GT72VR Dominator Pro-015 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready",1998.99,USD,yes,3,MSI,GT72VR Dominator Pro-015,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1070,Dedicated Card,128 GB,1 TB,16 GB DDR4,9 cell (83 Whr),,"16.85"" x 11.57"" x 1.88""",8.33 lbs.
"Open Box: MSI 17.3"" GT72VR Dominator Pro-015 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready -",1649.0,USD,yes,3,MSI,GT72VR Dominator Pro-015,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1070,Dedicated Card,128 GB,1 TB,16 GB DDR4,9 cell (83 Whr),,"16.85"" x 11.57"" x 1.88""",8.33 lbs.
"MSI 17.3"" GT72VR Dominator-032 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 32 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready",1699.0,USD,yes,3,MSI,GT72VR Dominator-032,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,512 GB,1 TB,32 GB DDR4,9 cell (83 Whr),,"16.85"" x 11.57"" x 1.88""",8.33 lbs.
"Open Box: MSI 17.3"" GT72VR Dominator-032 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 32 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready -",1699.0,USD,yes,3,MSI,GT72VR Dominator-032,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,512 GB,1 TB,32 GB DDR4,9 cell (83 Whr),,"16.85"" x 11.57"" x 1.88""",8.33 lbs.
"MSI 17.3"" GT72VR Dominator-033 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready",1649.0,USD,yes,4,MSI,GT72VR Dominator-033,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,256 GB,1 TB,16 GB DDR4,9 cell (83 Whr),,"16.85"" x 11.57"" x 1.88""",8.33 lbs.
"Open Box: MSI 17.3"" GT72VR Dominator-063 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 12 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready -",1299.0,USD,yes,4,MSI,GT72VR Dominator-063,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,128 GB,1 TB,12 GB DDR4,9 cell (83 Whr),,"16.85"" x 11.57"" x 1.88""",8.33 lbs.
"Open Box: MSI 15.6"" GT62VR Dominator Pro-005 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1070 32 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready -",1699.0,USD,yes,4,MSI,GT62VR Dominator Pro-005,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1070,Dedicated Card,256 GB,1 TB,32 GB DDR4,8 cell (75.24 Whr),,"15.35"" x 10.47"" x 1.56""",6.48 lbs.
"MSI 15.6"" GT62VR Dominator-012 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 32 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready",1599.0,USD,yes,,MSI,GT62VR Dominator-012,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,256 GB,1 TB,32 GB DDR4,8 cell (75.24 Whr),,"15.35"" x 10.47"" x 1.56""",6.48 lbs.
"Open Box: MSI 15.6"" GT62VR Dominator-012 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 32 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready -",1699.0,USD,yes,,MSI,GT62VR Dominator-012,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,256 GB,1 TB,32 GB DDR4,8 cell (75.24 Whr),,"15.35"" x 10.47"" x 1.56""",6.48 lbs.
"MSI 15.6"" GT62VR Dominator-027 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready",1299.0,USD,yes,4,MSI,GT62VR Dominator-027,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,128 GB,1 TB,16 GB DDR4,8 cell (75.24 Whr),,"15.35"" x 10.47"" x 1.56""",6.48 lbs.
"Open Box: MSI 15.6"" GT62VR Dominator-027 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit G-Sync Gaming Laptop VR Ready -",1249.0,USD,yes,4,MSI,GT62VR Dominator-027,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,128 GB,1 TB,16 GB DDR4,8 cell (75.24 Whr),,"15.35"" x 10.47"" x 1.56""",6.48 lbs.
"MSI 17.3"" 4K/UHD GS73VR Stealth Pro 4K-016 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready",1994.0,USD,yes,4,MSI,GS73VR Stealth Pro 4K-016,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3"" 4K/UHD",3840 x 2160,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,512 GB,1 TB,16 GB DDR4,3 cell (65 Whr),,"16.21"" x 11.21"" x 0.77""",5.35 lbs.
"Open Box: MSI 17.3"" 4K/UHD GS73VR Stealth Pro 4K-016 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready -",1849.0,USD,yes,4,MSI,GS73VR Stealth Pro 4K-016,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3"" 4K/UHD",3840 x 2160,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,512 GB,1 TB,16 GB DDR4,3 cell (65 Whr),,"16.21"" x 11.21"" x 0.77""",5.35 lbs.
"Open Box: MSI 17.3""  FHD 120Hz 5ms GS73VR Stealth Pro-025 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready -",1399.0,USD,yes,4,MSI,GS73VR Stealth Pro-025,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,256 GB,1 TB,16 GB DDR4,3 cell (65 Whr),,"16.21"" x 11.21"" x 0.77""",5.35 lbs.
"MSI 15.6"" 4K/UHD GS63VR Stealth Pro 4K-021 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready",1921.99,USD,yes,3,MSI,GS63VR Stealth Pro 4K-021,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"15.6"" 4K/UHD",3840 x 2160,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,512 GB,1 TB,16 GB DDR4,3 cell (57 Whr),,"14.96"" x 9.80"" x 0.69""",3.96 lbs.
"Open Box: MSI 15.6"" 4K/UHD GS63VR Stealth Pro 4K-021 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 512 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready -",1699.0,USD,yes,3,MSI,GS63VR Stealth Pro 4K-021,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"15.6"" 4K/UHD",3840 x 2160,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,512 GB,1 TB,16 GB DDR4,3 cell (57 Whr),,"14.96"" x 9.80"" x 0.69""",3.96 lbs.
"MSI 15.6"" GS63VR Stealth Pro-034 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready",1549.0,USD,yes,2,MSI,GS63VR Stealth Pro-034,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,256 GB,1 TB,16 GB DDR4,3 cell (57 Whr),,"14.96"" x 9.80"" x 0.69""",3.96 lbs.
"Open Box: MSI 15.6"" GS63VR Stealth Pro-034 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready -",1499.0,USD,yes,2,MSI,GS63VR Stealth Pro-034,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,256 GB,1 TB,16 GB DDR4,3 cell (57 Whr),,"14.96"" x 9.80"" x 0.69""",3.96 lbs.
"MSI 14.0"" GS43VR Phantom Pro-006 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready",1249.0,USD,yes,4,MSI,GS43VR Phantom Pro-006,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"14.0""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,128 GB,1 TB,16 GB DDR4,4 cell (61 Whr),,"13.58"" x 9.65"" x 0.87""",3.75 lbs.
"Open Box: MSI 14.0"" GS43VR Phantom Pro-006 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready -",1199.0,USD,yes,4,MSI,GS43VR Phantom Pro-006,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"14.0""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,128 GB,1 TB,16 GB DDR4,4 cell (61 Whr),,"13.58"" x 9.65"" x 0.87""",3.75 lbs.
"MSI 17.3"" GE72VR Apache Pro-009 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready",1369.0,USD,yes,4,MSI,GE72VR Apache Pro-009,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,256 GB,1 TB,16 GB DDR4,6 cell (51 Whr),,"16.49"" x 11.02"" x 1.14""",5.95 lbs.
"Open Box: MSI 17.3"" GE72VR Apache Pro-009 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready -",1299.0,USD,yes,4,MSI,GE72VR Apache Pro-009,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,256 GB,1 TB,16 GB DDR4,6 cell (51 Whr),,"16.49"" x 11.02"" x 1.14""",5.95 lbs.
"Open Box: MSI 17.3"" GE72VR Apache Pro-023 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 12 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready - ""ONLY @ NEWEGG"" -",1299.0,USD,yes,4,MSI,GE72VR Apache Pro-023,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"17.3""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,256 GB,1 TB,12 GB DDR4,6 cell (51 Whr),,"16.49"" x 11.02"" x 1.14""",5.95 lbs.
"MSI 15.6"" GE62VR Apache Pro-001 Intel Core i7 6700HQ (2.60 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop VR Ready",1399.0,USD,yes,3,MSI,GE62VR Apache Pro-001,Aluminum Black,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,"15.6""",1920 x 1080,No,Windows 10 Home 64-Bit,NVIDIA GeForce GTX 1060,Dedicated Card,256 GB,1 TB,16 GB DDR4,6 cell (51 Whr),,"15.07"" x 10.23"" x 1.06""",5.29 lbs.
