ASIN,Title,Price,Customer Reviews,Best Sellers Rank,Date First Available,Brand Name,Series,Item model number,Color,Processor,Processor Brand,Processor Count,Screen Size,Screen Resolution,Max Screen Resolution,Hardware Platform,Operating System,Graphics Coprocessor,Card Description,Graphics Card Ram Size,Chipset Brand,RAM,Computer Memory Type,Hard Drive,Hard Drive Interface,Hard Drive Rotational Speed,Battery Type,Average Battery Life (in hours),Product Dimensions,Item Weight
B01KLVTZ12,"ASUS ROG G752VS (i7-6700HQ, 64GB RAM, 512GB NVMe SSD + 1TB HDD, NVIDIA GTX 1070 8GB, 17.3"" Full HD, Windows 10) VR Ready Gaming Notebook,Asus,G752VS","2,495.00",,"10,847","August 18, 2016",EXcaliberPC,ROG,G752VS,Copper Silver,2.6 GHz Intel Core i7,Intel,4,17.3 inches,1920 x1080,,PC,Microsoft Windows 10,,dedicated,,nvidia,64 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,7200 RPM,,,,9.5 pounds
B01KLZ9DU6,"ASUS ROG G752VM (i7-6700HQ, 16GB RAM, 1TB HDD, NVIDIA GTX 1060 6GB, 17.3"" Full HD, Windows 10) VR Ready Gaming Notebook,Asus,G752VM","1,399.00",4.4,389,"August 18, 2016",EXcaliberPC,ROG,G752VM,Copper Silver,2.6 GHz Intel Core i7,Intel,4,17.3 inches,1920 x1080,,PC,Microsoft Windows 10,NVIDIA GeForce,dedicated,,nvidia,16 GB SO-DIMM,SODIMM,1 TB mechanical_hard_drive,Serial ATA,7200 RPM,,,,9 pounds
B01KLZFEWC,"ASUS ROG G752VM (i7-6700HQ, 16GB RAM, 128GB NVMe SSD + 1TB HDD, NVIDIA GTX 1060 6GB, 17.3"" Full HD, Windows 10) VR Ready Gaming Notebook,Asus,G752VM","1,549.00",5.0,"2,111","August 18, 2016",EXcaliberPC,ROG,G752VM,Copper Silver,2.6 GHz Intel Core i7,Intel,4,17.3 inches,1920 x1080,,PC,Microsoft Windows 10,,dedicated,,nvidia,16 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,7200 RPM,,,,9 pounds
B01KM72BBQ,"ASUS ROG G752VM (i7-6700HQ, 16GB RAM, 256GB NVMe SSD + 1TB HDD, NVIDIA GTX 1060 6GB, 17.3"" Full HD, Windows 10) VR Ready Gaming Notebook,Asus,G752VM","1,629.00",,"10,155","August 18, 2016",EXcaliberPC,ROG,G752VM,Copper Silver,2.6 GHz Intel Core i7,Intel,4,17.3 inches,1920 x1080,,PC,Microsoft Windows 10,,dedicated,,nvidia,16 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,7200 RPM,,,,9 pounds
B01KM9ANBY,"ASUS ROG G752VM (i7-6700HQ, 32GB RAM, 1TB HDD, NVIDIA GTX 1060 6GB, 17.3"" Full HD, Windows 10) VR Ready Gaming Notebook,Asus,G752VM","1,499.00",,"13,619","August 18, 2016",EXcaliberPC,ROG,G752VM,Copper Silver,2.6 GHz Intel Core i7,Intel,4,17.3 inches,1920 x1080,,PC,Microsoft Windows 10,,dedicated,,nvidia,32 GB SO-DIMM,SODIMM,1 TB mechanical_hard_drive,Serial ATA,7200 RPM,,,,9 pounds
B01KM9DA5K,"ASUS ROG G752VM (i7-6700HQ, 32GB RAM, 128GB NVMe SSD + 1TB HDD, NVIDIA GTX 1060 6GB, 17.3"" Full HD, Windows 10) VR Ready Gaming Notebook,Asus,G752VM","1,625.00",,"18,086","August 18, 2016",EXcaliberPC,ROG,G752VM,Copper Silver,2.6 GHz Intel Core i7,Intel,4,17.3 inches,1920 x1080,,PC,Microsoft Windows 10,,dedicated,,nvidia,32 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,7200 RPM,,,,9 pounds
B01KM9FY0Y,"ASUS ROG G752VM (i7-6700HQ, 32GB RAM, 256GB NVMe SSD + 1TB HDD, NVIDIA GTX 1060 6GB, 17.3"" Full HD, Windows 10) VR Ready Gaming Notebook,Asus,G752VM","1,729.00",,"22,802","August 18, 2016",EXcaliberPC,ROG,G752VM,Copper Silver,2.6 GHz Intel Core i7,Intel,4,17.3 inches,1920 x1080,,PC,Microsoft Windows 10,,dedicated,,nvidia,32 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,7200 RPM,,,,9 pounds
B01KM9NQFY,"ASUS ROG G752VM (i7-6700HQ, 32GB RAM, 2x 128GB NVMe SSD + 1TB HDD, NVIDIA GTX 1060 6GB, 17.3"" Full HD, Windows 10) VR Ready Gaming Notebook,Asus,G752VM","1,739.00",,"22,009","August 18, 2016",EXcaliberPC,ROG,G752VM,Copper Silver,2.6 GHz Intel Core i7,Intel,4,17.3 inches,1920 x1080,,PC,Microsoft Windows 10,,dedicated,,nvidia,32 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,7200 RPM,,,,9 pounds
B01KMDKOO6,"ASUS ROG G752VM (i7-6700HQ, 64GB RAM, 128GB NVMe SSD + 1TB HDD, NVIDIA GTX 1060 6GB, 17.3"" Full HD, Windows 10) VR Ready Gaming Notebook,Asus,G752VM","1,819.00",,"27,095","August 18, 2016",EXcaliberPC,ROG,G752VM,Copper Silver,2.6 GHz Intel Core i7,Intel,4,17.3 inches,1920 x1080,,PC,Microsoft Windows 10,,dedicated,,nvidia,64 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,7200 RPM,,,,9 pounds
B01KMDUUU4,"ASUS ROG G752VM (i7-6700HQ, 64GB RAM, 512GB NVMe SSD + 1TB HDD, NVIDIA GTX 1060 6GB, 17.3"" Full HD, Windows 10) VR Ready Gaming Notebook,Asus,G752VM","2,055.00",,"23,043","August 18, 2016",EXcaliberPC,ROG,G752VM,Copper Silver,2.6 GHz Intel Core i7,Intel,4,17.3 inches,1920 x1080,,PC,Microsoft Windows 10,,dedicated,,nvidia,64 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,7200 RPM,,,,9 pounds
B01KMOCFD8,"Dell Latitude E7470 Business Ultrabook 14 Inch Intel 6th Gen i7-6600U 8GB DDR4 128GB SSD Windows 10 Pro,Dell Computers,Latitude E7470",849.99,1.0,"13,867","August 18, 2016",Dell,E7470,Latitude E7470,,2.6 GHz Intel Core i7,Intel,2,14 inches,,1366x768,PC,Windows 10 Pro,integrated_graphics,integrated,,intel,8 GB SDRAM DDR4,SDRAM,128 GB SSD,Solid State,,,,,
B01KMPI92I,"Dell Latitude E7470 Business Ultrabook 14 Inch QHD (2560x1440) Touchscreen Intel 6th Gen i7-6600U 8GB DDR4 256GB SSD Windows 10 Pro,Dell Computers,Latitude E7470",,,"10,359","August 18, 2016",Dell,Latitude 14 7000 Series,Latitude E7470,,2.6 GHz Intel Core i7,Intel,2,14 inches,,2560x1440,PC,Windows 10 Pro,integrated_graphics,integrated,,intel,8 GB SDRAM DDR4,SDRAM,256 GB SSD,Solid State,,,,13.2 x 9.1 x 0.8 inches,3.1 pounds
B01KMQSURG,"Dell Latitude E7470 Business Ultrabook 14 Inch QHD (2560x1440) Touchscreen Intel 6th Gen i5-6300U 16GB DDR4 256GB SSD Windows 10 Pro,Dell Computers,Latitude E7470","1,079.00",,"19,073","August 18, 2016",Dell,Latitude 14 7000 Series,Latitude E7470,,2.6 GHz Intel Core i5,Intel,2,14 inches,,2560x1440,PC,Windows 10 Pro,integrated_graphics,integrated,,intel,16 GB SDRAM DDR4,SDRAM,256 GB SSD,Solid State,,,,13.2 x 9.1 x 0.8 inches,3.1 pounds
B01KMZ4HF6,"2016 Newest Lenovo ThinkPad 11E 11.6"" HD Laptop, Intel Celeron N3150 Quad-Core Processor, 8GB RAM, 128GB SSD, Webcam, Bluetooth, 802.11ac, HDMI, Windows 10 Professional,Lenovo-Celeron-laptop,Lenovo celeron laptop",370.00,5.0,321,"August 18, 2016",Lenovo-Celeron-laptop,Lenovo ThinkPad 11E,Lenovo celeron laptop,,1.6 GHz Intel Celeron,Intel,4,11.6 inches,1366x768,,PC,Windows 10,Intel HD Graphics Integrated,,,intel,8 GB DDR3 SDRAM,DDR3 SDRAM,128 GB flash_memory_solid_state,Solid State,,,,11.8 x 8.5 x 0.9 inches,4.8 pounds
B01KN0MB76,"2016 Newest Thinkpad 11e 11.6 inch Premium High Performance Laptop, Intel Quad Core Processor 1.83 GHz,4GB RAM, 500GB HDD, WiFi, Bluetooth, HDMI, HD Webcam, Windows 7 Pro,Lenovo-quad-core-laptop,Lenovo quadcore laptop",299.09,,"2,349","August 18, 2016",Lenovo-quad-core-laptop,Lenovo ThinkPad 11E,Lenovo quadcore laptop,,1.83 GHz Intel Celeron,Intel,2,11.6 inches,1366x768,,PC,Windows 7,integrated_graphics,integrated,,intel,4 GB,DDR3 SDRAM,500 GB mechanical_hard_drive,Serial ATA,,,,11.8 x 8.5 x 0.9 inches,3.3 pounds
B01KN12EEU,"2016 Newest ASUS VivoBook Flagship Model 15.6"" Laptop - Intel Pentium N3700 Quad core (2M Cache, up to 2.4 GHz), 4GB RAM, 500GB HDD 5400 RPM, SuperMulti DVD/CD, Webcam, HDMI, VGA, Windows 10, Silver,Asus,:760625120339",265.00,3.3,"1,970","August 18, 2016",Asus,AUSU VivoBook,:760625120339,Silver,2.4 GHz Pentium,Intel,4,15.6 inches,1366x768,1366 x 768,PC,Windows 10,integrated_graphics,integrated,,intel,4 GB SDRAM DDR3,DDR3 SDRAM,500 GB mechanical_hard_drive,Serial ATA,5400 RPM,,6 hours,15 x 9.9 x 1 inches,4.4 pounds
B01KN1BGD0,"2016 Newest Premium High Performance Dell Inspiron 5000 15.6"" FHD Touchscreen Laptop PC Intel i5-6200U CPU 8GB RAM 1TB HDD DVD RW Backlit keyboard HDMI Bluetooth 802.11ac RealSense 3D Webcam Windows10,Dell Computers,B01KN1BGD0",449.00,4.7,447,"August 18, 2016",Dell,Dell 5000 Series,B01KN1BGD0,,2.8 GHz Intel Core i5,Intel,2,15.6 inches,,1920x1080,PC,Windows 10,integrated_graphics,integrated,,intel,8 GB DDR3 SDRAM,DDR3 SDRAM,1 TB mechanical_hard_drive,Serial ATA,5400 RPM,,,15.1 x 10.1 x 1.1 inches,5.1 ounces
B01KN5BU6E,"Dell i5368-2405GRY 13.3"" FHD 2-in-1 Laptop (Intel Core i3-6100U 2.3GHz Processor, 8 GB RAM, 500 GB HDD, Windows 10) Gray,Dell Computers,i3568-2405GRY",,5.0,"9,612","August 18, 2016",,Inspiron 13,i3568-2405GRY,,2.3 GHz Intel Core i3,Intel,2,13.3 inches,1920x1080,1920 x 1080,PC,Windows 10,,,,,8 GB SDRAM,SDRAM,500 GB HDD 5400 rpm,Serial ATA,,,,15 x 13.5 x 3 inches,
B01KN7J0UK,"Clevo Prostar P775DM3-G 17.3"" IPS Matte Display with G-Sync, Intel Core i7-6700, 32GB DDR4, GTX 1070, 512GB NVMe SSD, Windows 10 Home, Bigfoot Killer N1535,Clevo,P775DM3-G","2,569.00",,"28,285",,,,,,,,,,,,,,,,,,,,,,,,,,
B01KNEMVAO,"HP Pavilion 15 Premium Performance HD 15.6-inch 2016 Model Laptop Intel Core i5-5200U 2.2GHz Processor 16GB DDR3 RAM 500GB Solid State Drive Intel HD Graphics, DVD, HDMI, Win 10,LTechMarket",769.99,,"21,320","August 19, 2016",HP,HP Pavilion,,Black,2.2 GHz Intel Core i5,Intel,2,15.6 inches,,1366 x 768,PC,Windows 10,integrated_graphics,integrated,,intel,16 GB SDRAM DDR3,DDR3 SDRAM,500 GB SSD,Solid State,,,,,
B01KNF6B4A,"2016 Newest HP 15.6"" Business 15.6"" HD anti-glare slim LED-backlit display 1366 x 768 Notebook, AMD A6-7310 Quad-Core 2.0GHz, 8GB RAM, 128GB SSD, 802.11ac, Bluetooth, HDMI, Webcam, Windows 10,HP-156-Biz-Laptop,HP-156-Biz-Laptop",380.00,,"5,137","August 19, 2016",HP,hp 255 g5,HP-156-Biz-Laptop,,2 GHz AMD A Series,AMD,4,15.6 inches,,,PC,Windows 10,,,,amd,8 GB DDR3 SDRAM,SDRAM,128 GB flash_memory_solid_state,Solid State,,,,20.5 x 12 x 2.8 inches,6.2 pounds
B01KNJMFAA,"ASUS ZenBook UX310UA (i5-6200U, 16GB RAM, 1TB HDD, Intel HD, 13.3"" Full HD, Windows 10) Laptop,Asus,UX310UA-RB52",849.00,,"7,225","August 19, 2016",EXcaliberPC,ZenBook,UX310UA-RB52,Silver Gray (Aluminum),2.3 GHz Intel Core i5,Intel,2,13.3 inches,1920 x1080,,PC,Microsoft Windows 10,integrated_graphics,integrated,,intel,16 GB SO-DIMM,SODIMM,1 TB mechanical_hard_drive,Serial ATA,5400 RPM,,,12.7 x 8.8 x 0.7 inches,3.2 pounds
B01KNMBE1S,"ASUS ZenBook UX310UA-RB52 (i5-6200U, 16GB RAM, 250GB SATA SSD + 1TB HDD, Intel HD, 13.3"" Full HD, Windows 10) Laptop,Asus,UX310UA",999.00,,"9,993","August 19, 2016",EXcaliberPC,ZenBook,UX310UA,Silver Gray (Aluminum),2.3 GHz Intel Core i5,Intel,2,13.3 inches,1920 x1080,,PC,Microsoft Windows 10,integrated_graphics,integrated,,intel,16 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,5400 RPM,,,,3.2 pounds
B01KNOCJ3S,"ASUS ZenBook UX310UA-RB52 (i5-6200U, 16GB RAM, 500GB SATA SSD + 1TB HDD, Intel HD, 13.3"" Full HD, Windows 10) Laptop,Asus,UX310UA","1,049.00",,"18,600","August 19, 2016",EXcaliberPC,ZenBook,UX310UA,Silver Gray (Aluminum),2.3 GHz Intel Core i5,Intel,2,13.3 inches,1920 x1080,,PC,Microsoft Windows 10,integrated_graphics,integrated,,intel,16 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,5400 RPM,,,,3.2 pounds
B01KNOFVAG,"ASUS ZenBook UX310UA (i5-6200U, 16GB RAM, 1TB SATA SSD + 1TB HDD, Intel HD, 13.3"" Full HD, Windows 10) Laptop,Asus,UX310UA","1,199.00",,"7,784","August 19, 2016",EXcaliberPC,ZenBook,UX310UA,Silver Gray (Aluminum),2.3 GHz Intel Core i5,Intel,2,13.3 inches,1920 x1080,,PC,Microsoft Windows 10,integrated_graphics,integrated,,intel,16 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,5400 RPM,,,,3.2 pounds
B01KNOL0YM,"ASUS ZenBook UX310UA (i5-6200U, 16GB RAM, 128GB NVMe SSD + 1TB HDD, Intel HD, 13.3"" Full HD, Windows 10) Laptop,Asus,UX310UA",,5.0,"15,647","August 19, 2016",EXcaliberPC,ZenBook,UX310UA,Silver Gray (Aluminum),2.3 GHz Intel Core i5,Intel,2,13.3 inches,1920 x1080,,PC,Microsoft Windows 10,integrated_graphics,integrated,,intel,16 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,5400 RPM,,,,3.2 pounds
B01KNOORGK,"ASUS ZenBook UX310UA (i5-6200U, 16GB RAM, 256GB NVMe SSD + 1TB HDD, Intel HD, 13.3"" Full HD, Windows 10) Laptop,Asus,UX310UA","1,049.00",,"27,571","August 19, 2016",EXcaliberPC,ZenBook,UX310UA,Silver Gray (Aluminum),2.3 GHz Intel Core i5,Intel,2,13.3 inches,1920 x1080,,PC,Microsoft Windows 10,integrated_graphics,integrated,,intel,16 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,5400 RPM,,,,3.2 pounds
B01KNOQ0Z6,"ASUS ZenBook UX310UA (i5-6200U, 16GB RAM, 512GB NVMe SSD + 1TB HDD, Intel HD, 13.3"" Full HD, Windows 10) Laptop,Asus,UX310UA","1,199.00",,"28,786","August 19, 2016",EXcaliberPC,ZenBook,UX310UA,Silver Gray (Aluminum),2.3 GHz Intel Core i5,Intel,2,13.3 inches,1920 x1080,,PC,Microsoft Windows 10,integrated_graphics,integrated,,intel,16 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,5400 RPM,,,,3.2 pounds
B01KNOUI72,"ASUS ZenBook UX310UA-RB52 (i5-6200U, 24GB RAM, 1TB HDD, Intel HD, 13.3"" Full HD, Windows 10) Laptop,Asus,UX310UA",,,"9,407","August 19, 2016",EXcaliberPC,ZenBook,UX310UA,Silver Gray (Aluminum),2.3 GHz Intel Core i5,Intel,2,13.3 inches,1920 x1080,,PC,Microsoft Windows 10,integrated_graphics,integrated,,intel,24 GB SO-DIMM,SODIMM,1 TB mechanical_hard_drive,Serial ATA,5400 RPM,,,,3.2 pounds
B01KNOZV4C,"ASUS ZenBook UX310UA (i5-6200U, 24GB RAM, 250GB SATA SSD + 1TB HDD, Intel HD, 13.3"" Full HD, Windows 10) Laptop,Asus,UX310UA","1,099.00",,"23,790","August 19, 2016",EXcaliberPC,ZenBook,UX310UA,Silver Gray (Aluminum),2.3 GHz Intel Core i5,Intel,2,13.3 inches,1920 x1080,,PC,Microsoft Windows 10,integrated_graphics,integrated,,intel,24 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,5400 RPM,,,,3.2 pounds
B01KNP6C80,"ASUS ZenBook UX310UA (i5-6200U, 24GB RAM, 500GB SATA SSD + 1TB HDD, Intel HD, 13.3"" Full HD, Windows 10) Laptop,Asus,UX310UA","1,149.00",,"26,717","August 19, 2016",EXcaliberPC,ZenBook,UX310UA,Silver Gray (Aluminum),2.3 GHz Intel Core i5,Intel,2,13.3 inches,1920 x1080,,PC,Microsoft Windows 10,integrated_graphics,integrated,,intel,24 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,5400 RPM,,,,3.2 pounds
B01KNPG5UU,"ASUS ZenBook UX310UA (i5-6200U, 24GB RAM, 512GB NVMe SSD + 1TB HDD, Intel HD, 13.3"" Full HD, Windows 10) Laptop,Asus,UX310UA","1,299.00",,"19,938","August 19, 2016",EXcaliberPC,ZenBook,UX310UA,Silver Gray (Aluminum),2.3 GHz Intel Core i5,Intel,2,13.3 inches,1920 x1080,,PC,Microsoft Windows 10,integrated_graphics,integrated,,intel,24 GB SO-DIMM,SODIMM,1 TB flash_memory_solid_state,Serial ATA,5400 RPM,,,,3.2 pounds
B01KNXVI90,"Dell Latitude E6430 14.1-Inch Business Laptop PC, Intel Core i5 2.7GHz Processor, 8GB RAM, 128GB SSD, DVD+/-RW, Nvidia 5200M, Windows 7 Professional (Certified Refurbished),Dell Computers,Latitude E6430",319.95,3.7,"2,900","August 19, 2016",Dell,Latitude E6430,Latitude E6430,Gray,2.7 GHz Intel Core i5,Intel,2,14.1 inches,1366x768,,PC,Windows 7 Professional,,dedicated,,nvidia,8 GB SDRAM,DDR3 SDRAM,128 GB SSD,Solid State,,,4 hours,13.9 x 1.2 x 9.5 inches,5.5 pounds
B01KOOVAJ6,"Acer Aspire 15.6"" Laptop,Intel i5-3337U DualCore 1.80 GHz, 6GB Ram, 500GB, Windows 8 (Certified Refurbished),Acer,R7-571-53336G52ass",720.99,,"18,195","August 19, 2016",Acer,R7-571-53336G52ass,R7-571-53336G52ass,,1.8 GHz Intel Core i5,Intel,2,15.6 inches,,,,Windows 8,Intel Integrated Graphics,,,intel,6 GB DDR3 SDRAM,,500 GB flash_memory_solid_state,,,,4.5 hours,10 x 14.8 x 1.1 inches,5.3 pounds
B01KOPSLLK,"2016 Newest Premium High Performance Hisense Chromebook Rockchip RK3288 Cortex A17 Quad-Core Processor 2GB Memory 16GB SSD WIFI HDMI Black,Hisense",,4.0,"7,053","August 19, 2016",Hisense,Hisense,,,1.6 GHz R4640,Rockfish,4,11.6 inches,,1366x768,PC,Chrome OS,,,,,2 GB,DDR3 SDRAM,16 GB,Serial ATA,,,,17 x 9.8 x 2.4 inches,3.5 pounds
B01KOWUS2S,"2016 Newest HP 15.6-inch Premium Laptop PC, AMD Quad-Core APU 2.0GHz Processor, 4GB DDR3 RAM, 500GB HDD, Radeon R4 graphics, SuperMulti DVD Burner, HDMI, Windows 10,hp,HP",276.86,,"11,892","August 19, 2016",HP 15 A6,HP,HP,,2 GHz AMD A Series,AMD,4,15.6 inches,1366x768,,PC,Windows 10,radeon r4,,,amd,4 GB DDR3 SDRAM,DDR3 SDRAM,500 GB mechanical_hard_drive,Serial ATA,5400 RPM,,,15.1 x 10 x 1 inches,4.7 pounds
B01KOX6AUQ,"Dell Precision T1700 SFF Workstation,Dell Computers,T1700",,,"23,536","August 19, 2016",Dell,Precision,T1700,,3.4 GHz Intel Xeon,Intel,1,,,1920x1080,PC,Windows 7 Professional,integrated_graphics,integrated,,intel,8 GB SDRAM DDR3,DDR3 SDRAM,180 GB SSD,Serial ATA-600,,,,21 x 8 x 20 inches,18 pounds
B01KPFVEG8,"Clevo Prostar P775DM3-G 17.3"" IPS Matte Display with G-Sync, Intel Core i7-6700K, 64GB DDR4, GTX 1080, 1000GB NVMe SSD, Windows 10 Home, Bigfoot Killer N1535,Clevo,P775DM3-G","3,669.00",,"24,453",,,,,,,,,,,,,,,,,,,,,,,,,,
B01KPFVIQE,"Clevo Prostar P775DM3-G 17.3"" IPS Matte Display with G-Sync, Intel Core i7-6700K, 64GB DDR4, GTX 1080, 512GB NVMe SSD, 1TB HDD, Windows 10 Home, Bigfoot Killer N1535,Clevo,P775DM3-G","3,244.00",5.0,"25,206",,,,,,,,,,,,,,,,,,,,,,,,,,
B01KPLP706,"Dell Latitude E5470 Laptop i7-6600U 8GB 256GB SSD Windows 10 Pro,Dell Computers,Dell Latitude 14 5000 E5470",949.95,5.0,"8,885","August 20, 2016",Dell,Dell Latitude 14 5000 E5470,Dell Latitude 14 5000 E5470,Black,3.4 GHz Intel Core i7,Intel,2,14 inches,1366x768,1366x768,PC,Windows 10 Professional,integrated_graphics,integrated,,intel,8 GB SDRAM DDR4,SDRAM,256 GB SSD,Serial ATA,,,,19.1 x 13.2 x 0.9 inches,3.7 pounds
B01KPNZDQM,"Dell Latitude 14 5000 Series E5470 14-Inch business Laptop Intel Core i5-6440HQ Processor (Quad Core, 2.60 GHz) 8GB RAM 500GB Hard Drive Windows 10 Professional,Dell Computers,E5470",678.94,,"2,290","August 20, 2016",Dell,Dell Latitude 14 5000 Series,E5470,,2.6 GHz Intel Core i5,Intel,4,14 inches,,1366x768,PC,Windows 10 Pro,integrated_graphics,integrated,,intel,8 GB,SDRAM,500 GB HDD 7200 rpm,Serial ATA,7200 RPM,,,13.2 x 9.1 x 0.9 inches,3.9 pounds
B01KPOAHUI,"Dell Latitude 14 5000 Series E5470 14-Inch business Laptop Intel Core i5-6440HQ Processor (Quad Core, 2.60 GHz) 8GB RAM 500GB Hard Drive Windows 8.1 Professional,Dell Computers,E5470",695.00,4.0,"10,258","August 20, 2016",Dell,Dell Latitude 14 5000 Series,E5470,,2.6 GHz Intel Core i5,Intel,4,14 inches,,1366x768,PC,Windows 8.1 Pro,integrated_graphics,integrated,,intel,8 GB,SDRAM,500 GB HDD 7200 rpm,Serial ATA,7200 RPM,,,13.2 x 9.1 x 0.9 inches,3.9 pounds
B01KQ3355W,"Dell Latitude E6430 14.1-Inch Business Laptop PC, Intel Core i5 2.6GHz Processor, 8GB DDR3 RAM, 320GB HDD, DVD+/-RW, Nvidia 5200M, Windows 7 Professional (Certified Refurbished),Dell Computers,E6430",316.00,3.1,"1,247","August 20, 2016",Dell,E6430,E6430,Gray,2.6 GHz Intel Core i5,Intel,2,14.1 inches,1366x768,,PC,Windows 7 Professional,,dedicated,,nvidia,8 GB DDR3 SDRAM,DDR3 SDRAM,320 GB HDD 7200 rpm,Serial ATA,7200 RPM,,4 hours,13.9 x 9.5 x 1.2 inches,5.5 pounds
B01KQ5NA32,"Acer Aspire E5-575-72L3 15.6'' HD Display Laptop ( Intel Core i7-6500U 2.5 GHz, 8GB RAM, 1TB HDD, DVD, HDMI, WiFi, Bluetooth, Webcam, Windows 10 ) - Black,Acer,B01KQ5NA32",584.88,,"17,476","August 20, 2016",,,B01KQ5NA32,Black,2.5 GHz Intel Core i7,intel,,,,,,Windows 10,,,,,8 GB,,mechanical_hard_drive,,,,,19.6 x 12.1 x 2.6 inches,6.8 pounds
B01KQSV2YI,"HP Pavilion 17.3"" inches Full-HD Touch(1920x1080) Laptop Intel Skylake Quad Core i7-6700HQ 2.60GHz TurboBoost 3.5GHz 16 GB DDR3L Memory 1TB HDD Win10,LTechMarket",,,"1,396","August 20, 2016",Pavilion,HP,,Silver,2.7 GHz Intel Core i7,Intel,4,17.3 inches,,1920 x 1080,PC,Windows 10,integrated_graphics,integrated,,intel,16 GB SO-DIMM,SODIMM,1 TB mechanical_hard_drive,Serial ATA,,,,16.5 x 1.1 x 11.3 inches,
B01KR7NK7K,"Lenovo 15.6"" B50-45 Laptop, AMD Quad-Core A6-6310, 1.8 GHz, 8GB RAM, 500GB HDD, Windows 10,Lenovo,B50",369.99,,"18,681","August 21, 2016",Lenovo,B50,B50,,1.8 GHz AMD A Series,AMD,4,15.6 inches,1366x768,,PC,Windows 10,AMD Radeon R4,,,,8 GB SO-RIMM,SODIMM,500 GB HDD 5400 rpm,Serial ATA,,,,15 x 10.3 x 1 inches,6.6 pounds
B01KRHYW9U,"2016 Newest Lenovo deapad 11.6"" display 1366x768 HD LED backlight Laptop, Intel Atom 1.33GHz, 2GB RAM, 32GB eMMC Flash Storage, WiFi-bgn, Bluetooth, HDMI, Webcam, Windows 10,Lenovo-116-Atom,Lenovo-116-Atom",199.99,,"9,683","August 21, 2016",Lenovo-116-Atom,,Lenovo-116-Atom,,1.33 GHz Intel Atom,Intel,2,11.6 inches,,,PC,Windows 10,integrated_graphics,integrated,,intel,2 GB DDR3 SDRAM,SDRAM,32 GB emmc,Serial ATA,,,8 hours,12.5 x 8.8 x 2.7 inches,3.6 pounds
B01KSA5QSC,"2016 Edition - Lenovo IdeaPad 300 17.3"" HD+ Laptop - 6th Gen. Skylake i3-6100U Processor - 8GB RAM - 500GB HDD - DVDRW - WebCam - HDMI - WiFi - Windows 10.,Lenovo,300",425.00,,"5,859","August 21, 2016",Lenovo,ideapad,300,,2.3 GHz Intel Core i3,Intel,2,17.3 inches,1600x900,,PC,Windows 10,integrated_graphics,integrated,,intel,8 GB SDRAM DDR3,DDR3 SDRAM,500 GB mechanical_hard_drive,Serial ATA,,,,21.7 x 13.5 x 2.8 inches,7.8 pounds
B01KSJU8Y0,"Asus X555DA-WB11 15.6"" Quad Core A10-8700P 4GB 500GB DVD+RW Bluetooth Win 10,Asus,:889349384138",,5.0,"6,198","August 22, 2016",Asus,,:889349384138,black,1.8 GHz AMD A Series,AMD,1,15.6 inches,,,PC,Windows 10,radeon r6,,,amd,4 GB,DDR3 SDRAM,500 GB,ATA,,,,20 x 12 x 3 inches,7.1 pounds
B01KSL6752,"HP 17-x061 17.3""i3 8GB 1TB Windows 10,HP-Consumer Remarketing",541.50,,"20,682",,,,,,,,,,,,,,,,,,,,,,,,,,
B01KSM8IC6,"HP 14-al061nr, 14"",i3 , 8 GB, 1 TB, Windows 10,hp,:889899544235",558.00,,"16,535","September 18, 2016",HP,14-al061nr,:889899544235,,,Intel,,14 inches,,,,Windows 10,Intel HD Graphics 520,,,,8 GB,,1 TB,,,,8 hours,17.7 x 12 x 2.8 inches,5 pounds
B01KSMW8FE,"HP Pavilion 15-au062 i5 8GB 1TB Windows 10,HP-Consumer Remarketing",539.99,,"93,276","September 15, 2016",HP-Consumer Remarketing,Serial,,,Core i5 6200U,Intel,,15.6 inches,,1920*1080,,Windows 10,Intel HD Graphics 520,integrated,,intel,8 GB SDRAM,,1 TB HDD 5400 rpm,ATA,5400 RPM,,,15.1 x 9.6 x 0.9 inches,4.3 pounds
